,I_STS059,I_TULOC,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_NFS033,I_SPICE,I_NFS009,I_BVC007,I_MIL003,I_NFS005,I_ANG017,I_MFS013,I_BEARD,I_SFS033,I_LYONS,I_SFS030,I_PCRST
9/30/1921,,,,,,,,,,,,,,,,,,,,
10/31/1921,0.04,0,0.5,0.39,0.77,0.43,0.12,0.62,0.77,1.58,0.16,0.07,0.09,0.03,0,0,0.09,0.13,0.03,0.14
11/30/1921,0.04,0.01,0.65,0.51,1.01,0.56,0.16,0.13,0.16,0.18,0.21,0.09,0.01,0.04,0,0,0.12,0.17,0.04,0.18
12/31/1921,0.06,1.94,1.43,1.12,2.38,3.03,0.85,0.32,0.29,0,1.35,0.56,0,0.28,0.32,1,0.55,0.47,0.11,0.82
1/31/1922,0.08,2.12,1.07,0.84,2.56,4.31,1.21,1.22,1.12,3.12,1.71,0.71,0.18,0.35,0.37,1.17,0.63,0.59,0.13,0.95
2/28/1922,0.11,15.38,1.9,1.49,5.35,11.94,3.37,1.51,1.84,3.23,5.17,2.15,0.18,1.06,1.09,3.45,1.49,1.97,0.45,2.24
3/31/1922,0.08,5.92,1.4,1.1,3.73,11.2,3.16,3.21,4.21,16.28,5.22,2.17,0.92,1.07,1.04,3.31,1.36,2.18,0.5,2.04
4/30/1922,0.08,4.09,2.17,1.71,6.36,20.83,5.88,5.83,7.21,27.21,8.82,3.67,1.53,1.81,1.71,5.4,2.59,3.81,0.87,3.88
5/31/1922,0.06,1.29,16.05,12.61,35.35,85.01,23.98,28.74,39.25,73.29,17.53,7.3,4.13,3.59,3.81,12.06,14.92,6.55,1.48,22.38
6/30/1922,0.01,0.34,24.87,19.54,49.9,73.9,20.84,23.99,36.71,43.21,6.04,2.51,2.43,1.24,2.34,7.41,16.86,3.05,0.69,25.29
7/31/1922,0,0.06,10.52,8.27,17.57,16.66,4.7,2.83,6.14,4.04,1.21,0.5,0.23,0.25,0.34,1.09,3.75,0.81,0.18,5.62
8/31/1922,0,0,2.64,2.07,4.25,2.59,0.73,0.57,1.41,0.81,0.62,0.26,0.05,0.13,0.21,0.66,0.67,0.32,0.07,1.01
9/30/1922,0,0,0.77,0.61,1.14,0.13,0.04,0.57,0.8,1.63,0.19,0.08,0.09,0.04,0.12,0.38,0.12,0.16,0.03,0.17
10/31/1922,0,0.03,0.79,0.62,1.2,0.59,0.17,0.48,0.6,1.02,0.24,0.1,0.06,0.05,0,0,0.14,0.19,0.04,0.22
11/30/1922,0.08,0.78,1.15,0.9,1.8,1.85,0.52,0.48,0.47,0.9,0.82,0.34,0.05,0.17,0.19,0.61,0.37,0.33,0.07,0.55
12/31/1922,0.26,9.09,2.13,1.67,5.28,9.4,2.65,0.82,0.76,0,3.87,1.61,0,0.79,0.87,2.76,1.34,1.33,0.3,2.01
1/31/1923,0.19,4.7,1.23,0.97,3.12,8.39,2.37,0.65,0.8,0,3.82,1.59,0,0.78,0.74,2.34,1.08,1.54,0.35,1.63
2/28/1923,2.48,3.72,0.71,0.56,2.03,5.98,1.69,1.16,1.4,3.18,2.85,1.19,0.18,0.58,0.61,1.93,0.74,1.24,0.28,1.12
3/31/1923,0.36,1.49,0.99,0.78,2.87,8.91,2.51,3.55,4.6,18.85,3.99,1.66,1.06,0.82,0.74,2.35,1.15,1.74,0.39,1.72
4/30/1923,1.16,2.79,4.48,3.52,10.76,31.14,8.78,12.95,16.92,41.81,9.6,4,2.35,1.97,1.99,6.29,4.85,3.61,0.82,7.27
5/31/1923,0.19,1.06,16.43,12.91,33.46,68.25,19.25,22.8,32,41.03,9.26,3.86,2.31,1.9,2.54,8.05,13.68,3.16,0.71,20.51
6/30/1923,0.05,0.37,13.35,10.49,25.92,30.09,8.49,7.11,11.89,9.46,2.07,0.86,0.53,0.42,0.85,2.7,8.09,0.93,0.21,12.14
7/31/1923,0,0.09,8.87,6.97,14.69,13.47,3.8,2.66,5.32,3.42,0.92,0.38,0.19,0.19,0.31,0.98,3.38,0.54,0.12,5.07
8/31/1923,0,0.03,1.93,1.52,3.18,2.71,0.76,0.62,1.47,0.71,0.38,0.16,0.04,0.08,0.05,0.15,0.59,0.12,0.03,0.88
9/30/1923,0,0.05,1.89,1.48,2.8,0.6,0.17,0.57,0.96,1.28,0.44,0.18,0.07,0.09,0.25,0.8,0.36,0.3,0.07,0.53
10/31/1923,0,0.18,1.39,1.09,1.97,0.93,0.26,1.06,1.16,0,0.63,0.26,0,0.13,0.15,0.47,0.44,0,0,0.66
11/30/1923,0.03,0.18,0.41,0.32,0.89,1.24,0.35,0.57,0.74,0,0.47,0.2,0,0.1,0.13,0.4,0.25,0,0,0.37
12/31/1923,0.06,0.26,0.33,0.26,0.73,1.06,0.3,0.62,0.75,0,0.51,0.21,0,0.1,0.13,0.43,0.24,0,0,0.36
1/31/1924,0.07,0.37,0.39,0.3,0.74,1.48,0.42,0.64,0.76,0,0.64,0.27,0,0.13,0.15,0.49,0.29,0.01,0,0.44
2/29/1924,1.17,0.52,0.67,0.53,1.58,3.43,0.97,1.59,2.04,0,1.48,0.62,0,0.3,0.37,1.16,0.66,0.02,0,0.99
3/31/1924,0.14,0.37,0.74,0.58,1.63,3.91,1.1,1.93,2.49,0,1.33,0.55,0,0.27,0.35,1.1,0.77,0.01,0,1.15
4/30/1924,0.43,0.4,5,3.93,8.55,12.73,3.59,2.9,3.95,0,2.58,1.07,0,0.53,0.68,2.16,3.98,0,0,5.97
5/31/1924,0.04,0.29,12.24,9.62,18.84,13.52,3.82,4.33,6.13,0,1.45,0.6,0,0.3,0.69,2.18,6.81,0,0,10.21
6/30/1924,0.01,0.03,3.27,2.57,4.18,0.72,0.21,1.28,2.09,0,0.24,0.1,0,0.05,0.06,0.2,0.88,0,0,1.33
7/31/1924,0,0,0.54,0.42,0.62,0,0,0.72,1.29,0,0.07,0.03,0,0.01,0,0,0.07,0,0,0.1
8/31/1924,0,0,0,0,0,0,0,0.39,0.91,0,0,0,0,0,0,0,0,0,0,0
9/30/1924,0,0,0,0,0,0,0,0.17,0.28,0,0,0,0,0,0,0,0,0,0,0
10/31/1924,0,0,0.77,0.61,1.18,0.61,0.17,0.54,0.68,1.36,0.24,0.1,0.08,0.05,0,0,0.14,0.2,0.04,0.21
11/30/1924,0.53,0.37,1.68,1.32,2.76,3.16,0.89,0.88,0.89,1.83,1.44,0.6,0.1,0.29,0.31,0.97,0.61,0.52,0.12,0.91
12/31/1924,0.14,1.21,0.92,0.72,2.27,3.93,1.11,1.53,1.54,5.27,1.5,0.62,0.3,0.31,0.32,1.02,0.56,0.53,0.12,0.83
1/31/1925,0.39,0.9,0.67,0.53,1.85,4,1.13,1.26,1.53,5.5,1.49,0.62,0.31,0.31,0.29,0.92,0.47,0.53,0.12,0.71
2/28/1925,2.43,11.72,2.28,1.79,6.14,16.2,4.57,6.61,8.47,37.17,7.66,3.19,2.09,1.57,1.62,5.13,2.08,3.15,0.71,3.13
3/31/1925,0.51,1.71,1.59,1.25,4.59,14.72,4.15,7.21,9.09,33.55,6.26,2.61,1.89,1.28,1.2,3.81,1.88,2.7,0.61,2.81
4/30/1925,1.23,5.48,6.24,4.91,14.47,41.07,11.58,13.58,18.27,36.18,11.2,4.66,2.04,2.29,2.6,8.24,6.55,4.1,0.93,9.83
5/31/1925,0.14,0.89,18.25,14.34,37.24,68.89,19.43,27.84,39.01,60.51,8.15,3.39,3.41,1.67,2.03,6.44,14.42,3.01,0.68,21.63
6/30/1925,0.05,0.22,15.02,11.8,28.55,32.74,9.23,13.48,22.27,24.13,2.01,0.84,1.36,0.41,1,3.18,8.53,1.08,0.25,12.79
7/31/1925,0.01,0.02,6.92,5.43,11.11,9.72,2.74,3.77,7.75,6.4,0.8,0.33,0.36,0.16,0.17,0.54,2.23,0.46,0.11,3.35
8/31/1925,0,0,1.84,1.45,2.93,1.69,0.48,0.95,2.34,2,0.42,0.17,0.11,0.09,0.14,0.44,0.47,0.2,0.05,0.71
9/30/1925,0,0,0.92,0.72,1.33,0.11,0.03,0.53,0.61,1.49,0.22,0.09,0.08,0.05,0.14,0.44,0.14,0.17,0.04,0.21
10/31/1925,0.01,0.02,1.08,0.85,1.47,0.62,0.17,0.53,0.62,1.02,0.33,0.14,0.06,0.07,0.05,0.15,0.22,0.21,0.05,0.32
11/30/1925,0.09,0.15,0.57,0.45,0.96,1.14,0.32,0.65,0.57,1.5,0.59,0.25,0.08,0.12,0.13,0.4,0.28,0.14,0.03,0.41
12/31/1925,0.24,0.29,0.49,0.39,1.16,1.72,0.49,0.69,0.82,2.41,0.67,0.28,0.14,0.14,0.15,0.49,0.29,0.22,0.05,0.43
1/31/1926,0.15,0.34,0.37,0.29,0.93,1.78,0.5,0.65,0.79,2.38,0.64,0.27,0.13,0.13,0.13,0.4,0.25,0.22,0.05,0.37
2/28/1926,0.61,5.51,1.46,1.15,3.57,8.12,2.29,2.54,3.28,11.11,3.77,1.57,0.63,0.77,0.86,2.74,1.23,1.52,0.34,1.85
3/31/1926,2.02,0.66,1.38,1.08,3.6,10.36,2.92,3.51,4.36,12.44,4.19,1.74,0.7,0.86,0.89,2.81,1.53,1.76,0.4,2.3
4/30/1926,0.64,2.05,9.92,7.79,19.33,38.29,10.8,17.28,23.6,32.85,7.46,3.11,1.85,1.53,1.81,5.73,8.44,1.72,0.39,12.65
5/31/1926,0.1,0.2,12.49,9.81,22.42,25.72,7.25,11.16,17.21,14.81,2.24,0.93,0.83,0.46,0.93,2.94,7.82,0,0,11.72
6/30/1926,0.03,0.02,6.13,4.81,9.35,6.47,1.83,2.05,4.27,2.19,0.52,0.22,0.12,0.11,0.18,0.58,2.24,0.04,0.01,3.36
7/31/1926,0,0,1.28,1.01,1.94,1.22,0.34,0.25,0.62,0.32,0.2,0.08,0.02,0.04,0.03,0.08,0.37,0.03,0.01,0.55
8/31/1926,0,0,0.66,0.52,0.94,0.16,0.05,0.13,0.24,0.25,0.12,0.05,0.01,0.02,0.06,0.2,0.15,0.05,0.01,0.22
9/30/1926,0,0,0.65,0.51,0.86,0,0,0.17,0.17,0.32,0.12,0.05,0.02,0.02,0.05,0.16,0.09,0.1,0.02,0.14
10/31/1926,0,0,0.62,0.49,0.96,0.52,0.15,0.29,0.36,0.64,0.2,0.08,0.04,0.04,0,0,0.11,0.16,0.04,0.17
11/30/1926,0.03,2.5,1.65,1.29,2.63,2.67,0.75,1.23,1.28,3.26,1.15,0.48,0.18,0.24,0.23,0.74,0.51,0.49,0.11,0.76
12/31/1926,0.09,0.64,1.71,1.35,4.15,7.6,2.14,2.6,2.93,9.98,2.97,1.24,0.56,0.61,0.6,1.9,1.05,1.02,0.23,1.57
1/31/1927,0.15,1.84,0.95,0.74,2.81,5.43,1.53,1.66,2.17,8.09,2.51,1.05,0.46,0.51,0.6,1.89,0.73,0.95,0.21,1.09
2/28/1927,0.34,11.5,2.18,1.72,5.85,17.57,4.96,4.51,5.72,22.83,8.18,3.41,1.29,1.68,1.65,5.23,2.14,3.45,0.78,3.21
3/31/1927,0.27,2.39,1.79,1.41,5.15,17.02,4.8,5.01,6.29,20.82,6.94,2.89,1.17,1.42,1.32,4.18,2.16,2.98,0.67,3.23
4/30/1927,0.24,5.82,6.44,5.06,14.93,42.46,11.97,15.64,20.92,44.25,11.24,4.68,2.49,2.3,2.63,8.32,6.75,4.12,0.93,10.13
5/31/1927,0.05,0.68,15.63,12.28,32.29,64.75,18.26,24.06,33.79,49.4,7.86,3.27,2.78,1.61,1.95,6.17,12.88,3.04,0.69,19.31
6/30/1927,0.04,0.23,19.12,15.03,37.7,46.79,13.2,14.78,24.66,24.78,3.26,1.36,1.4,0.67,1.36,4.31,11.7,1.79,0.41,17.55
7/31/1927,0,0.03,8.24,6.48,13.36,12.1,3.41,2.07,4.96,3.15,0.91,0.38,0.18,0.19,0.21,0.66,2.7,0.61,0.14,4.04
8/31/1927,0,0,2.17,1.71,3.56,2.52,0.71,0.44,1.01,1.05,0.5,0.21,0.06,0.1,0.13,0.41,0.61,0.21,0.05,0.91
9/30/1927,0,0,1.22,0.96,1.78,0.19,0.06,0.35,0.35,0.79,0.3,0.12,0.04,0.06,0.19,0.61,0.18,0.25,0.06,0.27
10/31/1927,0,0.04,1.25,0.99,1.81,0.86,0.24,0.56,0.71,1.14,0.37,0.15,0.06,0.08,0,0,0.23,0.28,0.06,0.34
11/30/1927,0,0.44,1.56,1.23,3.22,4.95,1.4,2.02,2.1,6.54,2.1,0.87,0.37,0.43,0.51,1.63,0.84,0.65,0.15,1.27
12/31/1927,0.01,1.13,0.6,0.47,1.6,3.27,0.92,1.11,1.34,4.51,1.24,0.52,0.25,0.25,0.26,0.82,0.41,0.43,0.1,0.62
1/31/1928,0.37,0.72,0.56,0.44,1.58,3.1,0.87,0.91,1.24,4.56,1.53,0.64,0.26,0.31,0.36,1.14,0.46,0.59,0.14,0.69
2/29/1928,0.35,2.9,0.81,0.64,1.9,5.37,1.51,1.39,1.84,7.04,2.4,1,0.4,0.49,0.47,1.49,0.71,0.95,0.22,1.06
3/31/1928,1.09,9.56,4.6,3.61,11.69,33.83,9.54,11.59,14.96,39.87,12.65,5.27,2.24,2.59,2.48,7.85,5.03,5.08,1.15,7.55
4/30/1928,0.08,3.03,9.21,7.24,18.78,39.53,11.15,15.96,22.04,32.66,6.49,2.7,1.84,1.33,1.63,5.15,7.91,1.94,0.44,11.87
5/31/1928,0.07,0.48,17.44,13.7,33.41,46.11,13,17.16,26.21,28.22,3.95,1.64,1.59,0.81,1.54,4.87,11.59,1.24,0.28,17.39
6/30/1928,0.01,0.12,8.26,6.49,13.56,11.98,3.38,3.08,6.3,4.25,0.84,0.35,0.24,0.17,0.3,0.94,3.25,0.38,0.09,4.87
7/31/1928,0.01,0.02,2.14,1.68,3.43,2.74,0.77,0.44,1.1,0.72,0.38,0.16,0.04,0.08,0.05,0.15,0.65,0.11,0.03,0.97
8/31/1928,0,0,0.99,0.78,1.44,0.16,0.04,0.24,0.31,0.51,0.22,0.09,0.03,0.05,0.14,0.44,0.18,0.15,0.03,0.27
9/30/1928,0,0,0.51,0.4,0.71,0.01,0,0.14,0.14,0.3,0.11,0.05,0.02,0.02,0.07,0.23,0.07,0.1,0.02,0.11
10/31/1928,0.01,0,0.4,0.32,0.55,0.11,0.03,0.37,0.46,0.72,0.09,0.04,0.04,0.02,0,0,0.07,0.07,0.01,0.1
11/30/1928,0,0.14,0.78,0.62,1.09,0.7,0.2,0.26,0.24,0.45,0.39,0.16,0.03,0.08,0.09,0.29,0.22,0.14,0.03,0.33
12/31/1928,0.01,0.41,0.58,0.45,1.04,1.17,0.33,0.35,0.31,0.55,0.55,0.23,0.03,0.11,0.14,0.44,0.28,0.14,0.03,0.42
1/31/1929,0.12,0.71,0.39,0.3,0.97,1.73,0.49,0.38,0.42,0.81,0.63,0.26,0.05,0.13,0.12,0.39,0.25,0.2,0.04,0.38
2/28/1929,0.14,1.63,0.59,0.46,1.5,2.48,0.7,0.73,0.88,2.08,1.14,0.47,0.12,0.23,0.29,0.92,0.42,0.38,0.09,0.63
3/31/1929,0.09,1.29,0.89,0.7,2.02,5.07,1.43,3.27,4.13,15.38,2.28,0.95,0.87,0.47,0.5,1.58,0.77,0.86,0.2,1.16
4/30/1929,0.02,1.14,2.05,1.61,5.05,13.42,3.79,6.92,9.02,17.87,5.32,2.22,1.01,1.09,1.17,3.71,2.23,1.95,0.44,3.35
5/31/1929,0.01,0.24,11.42,8.97,21.01,37.07,10.45,15.64,21.62,22.69,5.64,2.35,1.28,1.15,1.56,4.93,9.08,0.59,0.13,13.62
6/30/1929,0,0.21,11.72,9.21,19.72,16.35,4.61,6.39,10.81,6.44,1.3,0.54,0.36,0.27,0.57,1.79,6.11,0,0,9.16
7/31/1929,0,0,3.55,2.79,5.09,2.79,0.79,0.69,1.63,0.48,0.35,0.15,0.03,0.07,0.06,0.2,1.05,0.01,0,1.57
8/31/1929,0,0,0.94,0.74,1.26,0,0,0.27,0.64,0.2,0.16,0.07,0.01,0.03,0.08,0.27,0.17,0.09,0.02,0.25
9/30/1929,0,0,0.18,0.14,0.23,0,0,0.37,0.61,0.87,0.03,0.01,0.05,0.01,0.01,0.03,0.03,0.02,0,0.04
10/31/1929,0,0,0.09,0.07,0.12,0.04,0.01,0.3,0.37,0.73,0.02,0.01,0.04,0,0,0,0.02,0.02,0,0.02
11/30/1929,0,0,0.55,0.43,0.78,0.27,0.08,0.09,0.11,0.09,0.15,0.06,0,0.03,0,0,0.1,0.11,0.03,0.14
12/31/1929,1.14,0.03,1.32,1.04,2.08,2.2,0.62,1.68,1.73,5.48,1.04,0.43,0.31,0.21,0.25,0.78,0.51,0.33,0.07,0.76
1/31/1930,0.63,1.75,0.84,0.66,2.18,3.94,1.11,1.12,1.36,4.09,1.47,0.61,0.23,0.3,0.3,0.94,0.54,0.51,0.11,0.82
2/28/1930,1.89,1.63,0.96,0.75,2.41,5.15,1.45,1.96,2.62,10.2,2.41,1,0.57,0.49,0.55,1.76,0.77,0.93,0.21,1.16
3/31/1930,0.25,5.17,1.64,1.29,4.32,12.26,3.46,4.25,5.23,17.02,5.46,2.27,0.96,1.12,1.12,3.55,1.71,2.33,0.53,2.56
4/30/1930,0.11,0.39,5.18,4.07,11.27,29.56,8.34,14.7,19.94,34.49,8.01,3.34,1.94,1.64,1.98,6.27,5.22,2.63,0.6,7.83
5/31/1930,0.11,0.32,10.12,7.95,19.25,33.17,9.36,14.29,20.43,22.98,3.87,1.61,1.29,0.79,0.97,3.07,7.83,0.73,0.16,11.75
6/30/1930,0.02,0.04,13.32,10.47,23.92,23.86,6.73,6.45,10.92,7.91,1.76,0.73,0.45,0.36,0.75,2.38,7.41,0.22,0.05,11.12
7/31/1930,0,0.03,4.39,3.45,6.58,4.59,1.3,0.87,2.07,0.94,0.41,0.17,0.05,0.08,0.1,0.3,1.36,0.13,0.03,2.04
8/31/1930,0,0.01,1.01,0.79,1.57,1.09,0.31,0.52,1.24,0.67,0.19,0.08,0.04,0.04,0.01,0.04,0.29,0.04,0.01,0.44
9/30/1930,0,0.02,1.24,0.97,1.71,0,0,0.47,0.77,1.08,0.25,0.1,0.06,0.05,0.16,0.51,0.21,0.18,0.04,0.31
10/31/1930,0,0.04,1.11,0.87,1.45,0.52,0.15,0.29,0.35,0.09,0.42,0.17,0,0.09,0.08,0.26,0.29,0.06,0.01,0.44
11/30/1930,0,0.01,0.5,0.4,1.01,1.18,0.33,0.42,0.37,0.56,0.48,0.2,0.03,0.1,0.12,0.38,0.27,0.06,0.01,0.4
12/31/1930,0,0.03,0.31,0.24,0.7,1.04,0.29,0.33,0.37,0.63,0.4,0.17,0.04,0.08,0.11,0.35,0.19,0.05,0.01,0.29
1/31/1931,0.31,0.56,0.41,0.32,0.92,1.5,0.42,0.44,0.52,0.84,0.71,0.3,0.05,0.15,0.18,0.57,0.3,0.11,0.02,0.46
2/28/1931,0.2,0.65,0.55,0.43,1.17,2.55,0.72,0.86,1.12,2.7,1.12,0.47,0.15,0.23,0.27,0.85,0.46,0.19,0.04,0.69
3/31/1931,0.25,0.43,0.94,0.74,2.21,5.38,1.52,2.79,3.44,8.92,2.11,0.88,0.5,0.43,0.49,1.56,0.97,0.36,0.08,1.46
4/30/1931,0.09,0.11,5.19,4.08,9.41,16.33,4.61,10.16,13.69,13.63,3.71,1.54,0.77,0.76,0.9,2.85,4.36,0.15,0.03,6.54
5/31/1931,0.1,0.03,10.79,8.48,17.5,16.26,4.59,7.21,10.66,5.29,1.66,0.69,0.3,0.34,0.73,2.31,6.62,0,0,9.92
6/30/1931,0.02,0.02,5.05,3.96,7.05,2.91,0.82,1.58,2.61,0.81,0.32,0.13,0.05,0.07,0.13,0.41,1.83,0,0,2.75
7/31/1931,0,0.02,1.78,1.4,2.32,0.2,0.05,0.62,1.3,0.16,0.22,0.09,0.01,0.05,0.08,0.27,0.4,0.01,0,0.6
8/31/1931,0,0,0.14,0.11,0.16,0,0,0.44,1.02,0.24,0.02,0.01,0.01,0,0,0,0.02,0,0,0.03
9/30/1931,0,0,0,0,0,0,0,0.3,0.53,0.5,0,0,0.03,0,0,0,0,0,0,0
10/31/1931,0,0,0.35,0.28,0.55,0.29,0.08,0.23,0.29,0.56,0.11,0.05,0.03,0.02,0,0,0.07,0.09,0.02,0.1
11/30/1931,0,0,0.63,0.5,0.98,0.53,0.15,0.19,0.24,0.33,0.21,0.09,0.02,0.04,0,0,0.12,0.15,0.04,0.18
12/31/1931,0.39,5.39,2.51,1.97,4.87,6.93,1.96,0.64,0.69,0,2.91,1.21,0,0.6,0.64,2.04,1.14,1.03,0.23,1.71
1/31/1932,0.41,2.98,0.89,0.7,2.48,5.38,1.52,0.9,0.81,1.51,2.03,0.85,0.08,0.42,0.41,1.31,0.63,0.73,0.16,0.95
2/29/1932,0.67,8.94,2,1.57,5.32,13.88,3.91,2.16,2.57,5.03,6.53,2.72,0.28,1.34,1.34,4.25,1.77,2.64,0.6,2.66
3/31/1932,0.19,1.18,1.38,1.08,4.15,12.92,3.64,4.58,5.95,24.9,6.09,2.54,1.4,1.25,1.23,3.88,1.59,2.67,0.61,2.38
4/30/1932,0.03,0.51,3.67,2.88,9.47,28.88,8.15,10.84,14.01,44.2,10.06,4.19,2.49,2.06,1.74,5.51,4.2,3.97,0.9,6.29
5/31/1932,0.01,0.54,15.33,12.04,32.34,71.64,20.21,27.37,37.8,60.21,11.15,4.64,3.39,2.28,2.94,9.32,13.38,4.08,0.93,20.07
6/30/1932,0.02,0.11,20.67,16.24,41.18,57.85,16.31,17.97,28.3,30.87,4.58,1.91,1.74,0.94,1.79,5.66,13.66,2.27,0.51,20.49
7/31/1932,0,0,10.04,7.89,16.82,16.06,4.53,2.37,5.12,3.28,1.09,0.45,0.18,0.22,0.36,1.14,3.74,0.74,0.17,5.61
8/31/1932,0,0,2.95,2.32,4.81,3.35,0.94,0.76,1.83,0.88,0.68,0.28,0.05,0.14,0.17,0.55,0.81,0.3,0.07,1.21
9/30/1932,0,0,0.96,0.76,1.41,0.16,0.04,0.7,1.15,2.02,0.24,0.1,0.11,0.05,0.15,0.48,0.15,0.19,0.04,0.22
10/31/1932,0,0,0.95,0.74,1.29,0.39,0.11,0.47,0.57,0.88,0.24,0.1,0.05,0.05,0,0,0.16,0.19,0.04,0.24
11/30/1932,0.03,0,0.27,0.22,0.42,0.51,0.14,0.15,0.14,0.28,0.25,0.1,0.02,0.05,0.1,0.32,0.12,0.07,0.01,0.18
12/31/1932,0.11,0,0.44,0.35,0.74,0.9,0.25,0.34,0.3,0.7,0.45,0.19,0.04,0.09,0.1,0.31,0.21,0.11,0.03,0.32
1/31/1933,1.02,1.47,0.44,0.34,1.03,1.48,0.42,0.37,0.36,0.69,0.58,0.24,0.04,0.12,0.14,0.43,0.25,0.2,0.04,0.38
2/28/1933,0.23,0.95,0.38,0.3,0.95,1.82,0.51,0.37,0.44,1.04,0.66,0.27,0.06,0.14,0.13,0.4,0.25,0.22,0.05,0.38
3/31/1933,0.96,1.16,0.82,0.65,2.03,4.04,1.14,1.31,1.65,4.64,1.89,0.79,0.26,0.39,0.45,1.42,0.64,0.72,0.16,0.96
4/30/1933,1.73,0.43,1.83,1.44,4.67,12.92,3.64,5.51,6.92,23.19,5.54,2.31,1.31,1.13,1.18,3.73,1.9,2.33,0.53,2.84
5/31/1933,0.26,0.48,6.81,5.35,13.84,30.04,8.47,14.3,19.46,28.78,7.08,2.95,1.62,1.45,1.54,4.88,6.19,1.91,0.43,9.28
6/30/1933,0.07,0.08,17.62,13.84,31.6,38.58,10.88,15.61,23.75,21.12,3.49,1.45,1.19,0.71,1.45,4.6,11.27,0.07,0.02,16.9
7/31/1933,0.06,0,4.76,3.74,6.93,4.3,1.21,1.01,2.39,0.97,0.38,0.16,0.05,0.08,0.1,0.31,1.46,0.07,0.02,2.18
8/31/1933,0.01,0,1.27,1,1.93,1.11,0.31,0.35,0.86,0.45,0.22,0.09,0.03,0.05,0.03,0.1,0.36,0.03,0.01,0.55
9/30/1933,0,0,0.98,0.77,1.3,0,0,0.31,0.41,0.62,0.19,0.08,0.03,0.04,0.08,0.25,0.14,0.14,0.03,0.22
10/31/1933,0,0,0.48,0.38,0.63,0.08,0.02,0.52,0.58,1.09,0.1,0.04,0.06,0.02,0,0,0.08,0.06,0.01,0.12
11/30/1933,0,0,0.67,0.52,0.92,0.63,0.18,0.54,0.49,1.24,0.36,0.15,0.07,0.07,0.09,0.3,0.21,0.09,0.02,0.32
12/31/1933,0.02,1.84,0.85,0.67,1.77,2.45,0.69,1.27,1.57,4.49,0.98,0.41,0.25,0.2,0.22,0.71,0.47,0.23,0.05,0.71
1/31/1934,0.92,1.95,0.76,0.59,1.77,3.17,0.89,1.34,1.75,5.88,1.45,0.6,0.33,0.3,0.36,1.14,0.56,0.43,0.1,0.84
2/28/1934,5.91,3.17,0.9,0.7,2.16,5.23,1.48,1.82,2.18,6.46,2.37,0.99,0.36,0.49,0.56,1.78,0.84,0.81,0.18,1.25
3/31/1934,0.62,0.87,3.19,2.51,6.68,15.84,4.47,9.29,12.35,19.84,4.8,2,1.12,0.98,1.12,3.55,3.16,1.17,0.26,4.73
4/30/1934,0.78,0.16,6.85,5.39,12.17,18.95,5.35,9.89,13.67,12.22,2.72,1.13,0.69,0.56,0.76,2.42,5.22,0,0,7.84
5/31/1934,0.14,0.04,7.37,5.79,12.54,12.13,3.42,4.05,6.62,3.49,1.14,0.47,0.2,0.23,0.48,1.51,4.45,0,0,6.68
6/30/1934,0.11,0.11,6.68,5.25,10.13,6.23,1.76,2.45,4.31,2.08,0.53,0.22,0.12,0.11,0.24,0.75,2.78,0,0,4.17
7/31/1934,0.02,0,2.04,1.6,2.85,1.06,0.3,0.44,1.04,0.21,0.25,0.1,0.01,0.05,0.07,0.21,0.55,0.01,0,0.82
8/31/1934,0,0,0.4,0.32,0.5,0,0,0.18,0.42,0.12,0.07,0.03,0.01,0.01,0,0.01,0.05,0.04,0.01,0.08
9/30/1934,0,0,0.2,0.16,0.25,0,0,0.48,0.89,0.91,0.03,0.01,0.05,0.01,0,0.01,0.03,0.02,0,0.04
10/31/1934,0,0.02,0.48,0.38,0.74,0.38,0.11,0.5,0.62,1.25,0.15,0.06,0.07,0.03,0,0,0.09,0.12,0.03,0.13
11/30/1934,0,0.15,1.39,1.09,2.13,1.83,0.52,0.98,0.96,2.86,0.76,0.32,0.16,0.16,0.15,0.47,0.37,0.37,0.09,0.55
12/31/1934,0.08,0.51,0.87,0.68,1.6,2.36,0.66,1.13,1.19,3.96,1.08,0.45,0.22,0.22,0.23,0.72,0.45,0.31,0.07,0.67
1/31/1935,0.4,4.8,0.99,0.78,2.76,5.42,1.53,1.16,1.41,4.25,2.02,0.84,0.24,0.41,0.4,1.26,0.67,0.73,0.16,1
2/28/1935,2.95,1.11,0.87,0.68,2.53,4.94,1.39,1.82,2.39,9.38,2.32,0.97,0.53,0.48,0.55,1.75,0.68,0.87,0.2,1.02
3/31/1935,2.45,4.53,1.08,0.85,2.61,7.63,2.15,2.16,2.81,11.64,3.43,1.43,0.66,0.7,0.66,2.09,0.96,1.37,0.31,1.44
4/30/1935,0.73,8.16,5.19,4.08,13.72,41.26,11.64,14.13,18.32,50.34,15.75,6.56,2.83,3.23,3,9.49,5.83,6.44,1.46,8.75
5/31/1935,0.23,1.24,16.17,12.71,33.49,71.49,20.16,28.95,40.16,61.37,10.54,4.39,3.46,2.16,2.87,9.1,13.81,3.7,0.84,20.72
6/30/1935,0.08,0.34,19.48,15.3,37.81,47.53,13.41,14.04,23.96,22.32,3.51,1.46,1.26,0.72,1.44,4.55,11.95,1.66,0.38,17.92
