,I_STS059,I_TULOC,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_NFS033,I_SPICE,I_NFS009,I_BVC007,I_MIL003,I_NFS005,I_ANG017,I_MFS013,I_BEARD,I_SFS033,I_LYONS,I_SFS030,I_PCRST
9/30/1976,0.04,0,0.81,0.63,1.33,1.2,0.34,0,0.97,0,0.32,0.13,0,0.07,0.35,1.12,0,0,0,0
10/31/1976,0,0,0.61,0.48,1.41,0.95,0.27,0.96,0,0.05,0.1,0.04,0,0.02,0,0,0,0.01,0,0
11/30/1976,0.03,0.02,0.43,0.34,1.25,0.67,0.19,0.61,0.1,0.25,0.27,0.11,0.01,0.06,0,0,0,0,0,0
12/31/1976,0.08,0.02,0.52,0.41,1.03,0.27,0.08,0.42,0.13,0.21,0.2,0.08,0.01,0.04,0,0,0,0,0,0
1/31/1977,0.92,0.13,0.43,0.34,1.17,0.71,0.2,0.6,0.16,0.6,0.32,0.13,0.03,0.07,0,0,0.27,0,0,0.41
2/28/1977,1.95,0.17,0.3,0.23,1.28,1.34,0.38,1.08,0.25,0.98,0.42,0.17,0.06,0.09,0,0,0.29,0.01,0,0.43
3/31/1977,1.97,0.18,0.53,0.42,1.59,2.01,0.57,2.04,0.34,1.87,0.78,0.32,0.11,0.16,0.04,0.11,0.93,0.01,0,1.4
4/30/1977,0.56,0.15,2.69,2.12,4.24,5.27,1.49,2.5,4.08,3.4,1.83,0.76,0.19,0.37,0.32,1.02,3.3,0,0,4.96
5/31/1977,0.25,0.15,3.12,2.45,4.83,8.21,2.31,2.26,6.74,6.64,1.3,0.54,0.37,0.27,1.83,5.8,2.22,0,0,3.32
6/30/1977,0.08,0.05,5.78,4.54,6.85,4.35,1.23,1.92,4.78,1.58,0.56,0.23,0.09,0.11,1.95,6.18,1.22,0,0,1.83
7/31/1977,0.05,0.15,0,0,1.41,1.45,0.41,0,2.09,0.07,0,0,0,0,0,0,0,0.01,0,0
8/31/1977,0,0.1,0.58,0.45,0.78,0.47,0.13,0.67,0.19,0,0,0,0,0,0,0,0.62,0,0,0.93
9/30/1977,0,0,0.7,0.55,0.61,0.48,0.14,0.84,0,0,0.1,0.04,0,0.02,0.05,0.17,0,0,0,0
10/31/1977,0.01,0,0.05,0.04,0.74,0.37,0.11,0.67,0,0.06,0,0,0,0,0,0,0,0.38,0.08,0
11/30/1977,0.08,0.01,0.39,0.31,1.18,0.73,0.21,0,0,0.43,0.21,0.09,0.02,0.04,0,0,0,0,0,0
12/31/1977,0.24,0.61,0.67,0.53,1.89,6.69,1.89,0.89,0.16,7.61,1.95,0.81,0.43,0.4,0.73,2.31,0,0.29,0.06,0
1/31/1978,2.77,8.95,0.59,0.46,2,9.26,2.61,1.13,2.02,13.47,5.18,2.16,0.76,1.06,3.36,10.65,1.23,1.8,0.41,1.85
2/28/1978,2.44,7.02,0.55,0.43,2.18,10.82,3.05,1.63,2.7,11.58,5.32,2.22,0.65,1.09,1.78,5.63,1.38,2.76,0.62,2.07
3/31/1978,1.07,8.15,5.29,4.16,5.75,30.71,8.66,7.26,11.05,36.86,11.58,4.82,2.08,2.37,0.28,0.89,2.96,4.22,0.95,4.44
4/30/1978,0.39,7.63,4.15,3.26,9.75,37.51,10.58,12.24,16.24,39.77,11.61,4.83,2.24,2.38,3.77,11.94,5.28,3.83,0.87,7.92
5/31/1978,0.16,1.93,14.96,11.75,32.38,79.15,22.32,33.38,39.53,62.92,10.5,4.37,3.54,2.15,1.89,5.97,15.3,1.21,0.27,22.95
6/30/1978,0.11,0.5,23.39,18.38,44.16,57.3,16.16,22.04,29.36,35.64,4.58,1.91,2.01,0.94,0.13,0.42,17.47,0.54,0.12,26.21
7/31/1978,0.1,0.16,15.29,12.01,20.2,17.46,4.92,2.83,8.02,3.34,1.2,0.5,0.19,0.25,0,0,5.94,0,0,8.91
8/31/1978,0.05,0.04,5.03,3.96,5.29,4.55,1.28,1.29,1.25,0.5,0.38,0.16,0.03,0.08,0,0,0.68,0.73,0.17,1.02
9/30/1978,0.05,0.2,4.05,3.18,4.02,4.52,1.27,1.24,1.12,1.53,1.04,0.43,0.09,0.21,0.84,2.65,0.28,0.69,0.15,0.41
10/31/1978,0,0,1.24,0.98,2.2,2.16,0.61,1.03,1.61,0.58,0.64,0.27,0.03,0.13,0.14,0.43,0.75,0.46,0.1,1.13
11/30/1978,0.02,0.13,0.84,0.66,1.92,1.36,0.38,1.04,0.2,1.1,0.45,0.19,0.06,0.09,0,0,0.35,0.78,0.18,0.52
12/31/1978,0.06,0.39,0.87,0.68,2.33,1.27,0.36,1.14,0.73,0.86,0.88,0.37,0.05,0.18,0.09,0.3,0.65,0.46,0.11,0.97
1/31/1979,0.59,4.33,1.02,0.8,2.62,8.16,2.3,2.04,0.95,6.91,3.79,1.58,0.39,0.78,1.8,5.71,1.27,1.04,0.24,1.91
2/28/1979,0.2,9.22,0.68,0.53,2.18,6.01,1.69,1.71,1.94,4.09,5.43,2.26,0.23,1.11,3.47,10.98,1.19,1.6,0.36,1.78
3/31/1979,0.78,9.32,2.1,1.65,4.92,17.09,4.82,3.41,6.03,17,8.36,3.48,0.96,1.71,2.77,8.78,2.38,3.91,0.89,3.57
4/30/1979,0.22,2.65,4.69,3.69,10.46,32.93,9.29,11.31,16.93,33.2,8.57,3.57,1.87,1.75,2.49,7.88,5.31,2.42,0.55,7.96
5/31/1979,0.05,1.19,19.39,15.24,37.91,75.7,21.35,30.37,40.76,56.97,8.46,3.52,3.21,1.73,3.5,11.08,15.76,2.6,0.59,23.63
6/30/1979,0.06,0.4,14.03,11.03,27.4,23.42,6.61,7.12,14.33,9.67,1.69,0.7,0.54,0.35,0.92,2.91,7.65,0,0,11.47
7/31/1979,0.03,0.25,5.14,4.04,6.42,5.11,1.44,0.15,2.41,1.92,0.46,0.19,0.11,0.09,0,0,0.89,1.09,0.25,1.33
8/31/1979,0.03,0,1.55,1.22,2.6,2.23,0.63,0.12,0.6,0.75,0.32,0.13,0.04,0.07,0,0,0.67,0.32,0.07,1
9/30/1979,0,0.02,0.85,0.66,1.63,1.4,0.4,0.46,0.33,0.13,0.33,0.14,0.01,0.07,0.16,0.49,0.37,0.66,0.15,0.56
10/31/1979,0,0.06,1.48,1.16,1.97,1.4,0.39,1.24,0.08,0.75,0.41,0.17,0.04,0.08,0,0,0.85,0.38,0.08,1.27
11/30/1979,0.36,0.38,0.73,0.57,2.15,1.84,0.52,2.46,0.58,3,1.16,0.48,0.17,0.24,0.7,2.23,0.59,0.97,0.22,0.88
12/31/1979,0.87,1.13,0.92,0.72,2.51,3.87,1.09,2.29,1.15,4.02,1.67,0.7,0.23,0.34,0.35,1.12,0.59,0.28,0.06,0.89
1/31/1980,2.91,13.07,4.4,3.46,12.76,59.51,16.79,9.61,19.47,74.17,19.1,7.95,4.18,3.91,0,0,2.83,3.14,0.71,4.24
2/29/1980,2.49,11.52,2.12,1.67,6.97,30.75,8.67,5.7,8.57,36.28,13.23,5.51,2.04,2.71,3.74,11.83,1.92,6.82,1.55,2.88
3/31/1980,3.08,5.08,1.49,1.17,6.7,21.01,5.93,5.36,5.45,22.54,4.98,2.07,1.27,1.02,2.31,7.31,2.55,3.64,0.82,3.82
4/30/1980,3.43,1.86,6.77,5.32,16.72,41.67,11.75,16.2,20.74,37.73,6.99,2.91,2.12,1.43,0,0,7.41,1.21,0.28,11.12
5/31/1980,0.42,0.77,15.68,12.32,36.56,70.59,19.91,28.03,34.57,45.7,6.51,2.71,2.57,1.33,0,0,13.72,1.94,0.44,20.58
6/30/1980,0.16,0.52,19.84,15.59,41.74,47.82,13.49,18.69,29.29,28.02,3.67,1.53,1.58,0.75,1.1,3.49,14.57,0,0,21.85
7/31/1980,0.1,0.49,18.33,14.4,29.77,16.6,4.68,4.07,11.52,6.48,1.65,0.69,0.37,0.34,0.15,0.47,6.59,0,0,9.87
8/31/1980,0.04,0.23,4.52,3.55,6.87,3.82,1.08,0,2.16,1.15,0.76,0.32,0.06,0.16,0.12,0.39,0.86,0.4,0.09,1.29
9/30/1980,0.05,0.22,1.68,1.32,3.41,2.39,0.67,0.28,0.89,0.75,0.56,0.23,0.04,0.11,0,0,0,0.95,0.22,0
10/31/1980,0.17,0.02,1.16,0.91,2.55,1.59,0.45,0.81,0.66,0.47,0.43,0.18,0.03,0.09,0,0,0.01,0.31,0.07,0.02
11/30/1980,1.12,0.1,0.63,0.49,2.11,1.14,0.32,0.04,0.09,0.35,0.44,0.18,0.02,0.09,0,0,0,0.09,0.02,0
12/31/1980,1.88,0.3,0.9,0.7,2,0,0,0.41,0.08,1.06,0.55,0.23,0.06,0.11,0.09,0.27,0.19,0.15,0.03,0.29
1/31/1981,2.89,2.79,0.9,0.71,1.59,2.17,0.61,0.25,0.04,0.57,1.98,0.82,0.03,0.41,1.01,3.2,0.31,0.55,0.12,0.47
2/28/1981,3.18,0.96,0.98,0.77,2.52,4.58,1.29,2.67,0.67,5.93,2.04,0.85,0.33,0.42,0.1,0.31,0.94,0.78,0.18,1.41
3/31/1981,5.58,3.68,1.14,0.9,3.25,7.43,2.1,2.51,3.74,10.02,4.37,1.82,0.56,0.89,1.47,4.67,1.13,1.76,0.4,1.7
4/30/1981,1.54,1.06,6.81,5.35,12.99,29.29,8.26,15.16,19.78,27.76,6.41,2.67,1.56,1.31,0.65,2.07,6.2,0.65,0.15,9.3
5/31/1981,1.05,0.26,12.3,9.67,21.05,28.97,8.17,13.45,20.92,21.54,2.96,1.23,1.21,0.61,2.12,6.7,9.39,0,0,14.08
6/30/1981,0.29,0.27,8.27,6.5,12.19,11.12,3.13,2.3,6.44,2.58,0.71,0.3,0.15,0.15,0,0,3.08,0.02,0,4.61
7/31/1981,0.16,0.14,1.89,1.49,2.43,2.81,0.79,0.16,1.27,0.64,0.15,0.06,0.04,0.03,0,0,0.13,0.09,0.02,0.2
8/31/1981,0.08,0.15,0.89,0.7,1.35,1.33,0.37,0.09,0.25,0,0.1,0.04,0,0.02,0,0,0.07,0,0,0.1
9/30/1981,0.07,0.02,0.45,0.35,1.11,0.7,0.2,0.12,0.33,0,0.21,0.09,0,0.04,0.2,0.62,0.08,0,0,0.11
10/31/1981,0.09,0.02,1.21,0.95,1.6,1.79,0.5,0.43,0.99,0.92,0.36,0.15,0.05,0.07,0.11,0.35,0.45,0.13,0.03,0.68
11/30/1981,1.66,1.68,3.79,2.98,3.96,14.47,4.08,8.54,9,20.19,4.96,2.07,1.14,1.02,0.81,2.57,3.44,1.45,0.33,5.15
12/31/1981,2.64,4.1,3.5,2.75,8.26,25.47,7.18,10.67,15.18,44.61,9.01,3.75,2.51,1.85,2.35,7.45,4.36,2.12,0.48,6.53
1/31/1982,0.64,13.75,2.13,1.67,4.69,16.15,4.56,3.14,4.77,15.46,8.52,3.55,0.87,1.74,0.91,2.89,1.73,3.09,0.7,2.59
2/28/1982,0.8,11.75,2.77,2.18,10.87,55.62,15.69,10.29,14.44,60.9,16.98,7.07,3.43,3.48,2.7,8.56,5.31,7.12,1.61,7.96
3/31/1982,0.74,14.56,3.26,2.56,8.26,31.44,8.87,5.94,7.57,30.36,11.02,4.59,1.71,2.26,1.45,4.59,2.67,4.99,1.13,4
4/30/1982,0.33,16.23,9.18,7.21,20.67,67.86,19.14,18.32,26.29,70.63,13.26,5.52,3.98,2.72,3.66,11.6,9.36,8.75,1.98,14.04
5/31/1982,0.19,1.98,22.09,17.36,51.98,88.85,25.06,34.16,44.45,71.14,8.38,3.49,4.01,1.72,3.83,12.13,17.08,2.39,0.54,25.62
6/30/1982,0.1,0.77,20.69,16.26,50.69,44.95,12.68,16.42,27.23,25.3,2.9,1.21,1.42,0.59,2.03,6.41,13.54,1.17,0.27,20.3
7/31/1982,0.05,0.47,16.11,12.66,29.35,19.14,5.4,3.51,10.08,5.59,1.38,0.57,0.31,0.28,1.27,4.02,4.31,1.06,0.24,6.46
8/31/1982,0.02,0.2,6.28,4.93,7.32,5.82,1.64,0.11,1.06,2.01,0.42,0.17,0.11,0.09,0.53,1.67,0.4,0.25,0.06,0.61
9/30/1982,0,0.26,5.55,4.36,5.34,4.81,1.36,0,0.24,0.49,1.47,0.61,0.03,0.3,0.51,1.62,1.42,0.25,0.06,2.12
10/31/1982,0.04,0.81,5.87,4.61,7.81,13.86,3.91,9.1,11.3,18.07,4.4,1.83,1.02,0.9,0.71,2.24,3.83,0.71,0.16,5.75
11/30/1982,0.27,5.31,2.64,2.08,7,14.21,4.01,4.36,5.6,11.95,5.67,2.36,0.67,1.16,0.99,3.14,1.94,1.88,0.43,2.92
12/31/1982,0.23,8.88,1.93,1.52,5.52,18.02,5.08,2.46,4.38,17.39,7.81,3.25,0.98,1.6,1.37,4.34,1.73,4.43,1.01,2.6
1/31/1983,0.17,13.67,1.67,1.31,5.2,15.56,4.39,2.37,3.89,16.85,9.12,3.8,0.95,1.87,1.83,5.81,1.66,4.13,0.94,2.48
2/28/1983,0.55,15.04,1.56,1.22,4.63,17.96,5.06,2.87,4.13,24.38,12.65,5.27,1.37,2.59,3.09,9.8,1.54,7.11,1.61,2.32
3/31/1983,0.76,26.36,1.79,1.4,7.52,38.49,10.86,3.91,6.57,48.05,20.25,8.43,2.71,4.15,5.41,17.15,2.7,10.92,2.48,4.05
4/30/1983,0.25,7.29,1.99,1.57,7.84,27.51,7.76,4.99,7.3,32.13,7.75,3.23,1.81,1.59,3.77,11.93,2.41,4.57,1.04,3.62
5/31/1983,0.08,4.98,15.75,12.37,40.16,103.48,29.19,32.73,41.43,93.96,14.16,5.9,5.29,2.9,6.4,20.26,13.81,4.12,0.94,20.71
6/30/1983,0.06,1.39,32.21,25.31,79.14,135.39,38.19,50.82,65.35,99.67,10.87,4.53,5.61,2.23,4.94,15.65,25.44,0.18,0.04,38.15
7/31/1983,0.05,0.78,23.54,18.5,53.03,50.56,14.26,18.99,29.08,27.39,3.42,1.42,1.54,0.7,0,0,16.97,0.29,0.06,25.45
8/31/1983,0.04,0.38,11.46,9.01,18.34,12.37,3.49,2.17,4.46,1.72,1.51,0.63,0.1,0.31,0.39,1.24,3.05,0.38,0.09,4.57
9/30/1983,0.03,0.34,4.41,3.46,6.29,4.83,1.36,1.47,2.81,3.84,1.19,0.5,0.22,0.24,0.11,0.35,1.01,0.25,0.06,1.52
10/31/1983,0.03,0.42,2.6,2.04,4.21,3.76,1.06,1.64,1.69,1.5,1.06,0.44,0.08,0.22,0.28,0.87,0.72,0.33,0.07,1.08
11/30/1983,0.12,7.83,4.54,3.57,8.69,32.84,9.26,10.85,13.67,47.88,11.12,4.63,2.7,2.28,1.93,6.1,5.07,2.76,0.63,7.61
12/31/1983,0.17,12.49,3.05,2.4,8.76,40.9,11.54,7.66,11.07,53.84,7.98,3.32,3.03,1.63,3.18,10.08,3.9,6.11,1.39,5.85
1/31/1984,0.4,3.01,2.52,1.98,8.12,23.19,6.54,4.49,6.54,16.55,7.47,3.11,0.93,1.53,2.08,6.58,2.26,2.11,0.48,3.39
2/29/1984,5.9,3.76,1.33,1.05,5.57,14.02,3.96,3.28,4.71,10.14,3.79,1.58,0.57,0.78,1.62,5.14,1.69,1.87,0.42,2.53
3/31/1984,2.63,3.51,3,2.35,9.04,23.48,6.62,7.85,9.05,24.35,5.02,2.09,1.37,1.03,2.16,6.86,3.09,2.19,0.5,4.64
4/30/1984,0.4,1.58,5.49,4.31,15.98,28.55,8.05,12.07,12.19,28.31,3.66,1.52,1.59,0.75,2.04,6.47,4.72,1.26,0.28,7.08
