,11317000,11318500,11315000,MKM,EBMUD_11319500,11319500,11313500,SS_HIST_EVAP,11315600,11315400,PGE_OLD_RES,11315900,11314500,11314000,11315030,LB_HIST_EVAP,11315000,NOTE: I have put the output of the excel sheet into 11315000 because I haven't matched the excel errors in python.
5/31/1969,14.29586777,15.43953719,31.28489256,385.1572231,385.1572231,,131.444,0.538,49.878,-901,17.122,-901,138.101157,18.6922314,-901,0.404,31.28,
6/30/1969,4.962644628,4.540165289,16.94677686,239.3052231,239.3052231,,141.665,0.615,49.659,-901,24.741,-901,117.7586777,32.72727273,-901,0.474,16.95,
7/31/1969,3.055933884,2.318082645,2.447206612,64.22933058,64.22933058,,136.607,0.861,44.263,-901,26.01,-901,23.75266116,33.7751405,-901,0.64,2.45,
8/31/1969,2.508694215,1.260495868,0.040212893,9.914487603,9.914487603,,115.577,0.826,37.78,-901,11.988,-901,9.223140496,33.72595041,-901,0.603,0.04,
9/30/1969,1.850578512,1.041322314,0.014876033,4.766595041,4.766595041,,95.208,0.55,24.195,-901,3.031,-901,11.06181818,32.38214876,-901,0.383,0.01,
10/31/1969,1.875371901,1.49414876,0.657917355,12.19222314,12.19222314,,72.902,0.337,12.135,-901,0.568,-901,7.698247934,33.38161983,-901,0.2,0.66,
11/30/1969,1.701818182,1.648264463,0.696198347,12.17738017,12.17738017,,52.373,0.188,5.425,-901,0,-901,0.355834711,32.67966942,-901,0.081,0.7,
12/31/1969,2.957553719,4.027438017,4.919008264,64.12005785,64.12005785,,47.367,0.101,12.801,-901,6.756,-901,0.423034711,31.37097521,-901,0.05,4.92,
1/31/1970,24.02320661,28.40727273,13.46578512,238.0939587,238.0939587,,99.06,0.122,36.754,-901,6.756,-901,2.305785124,26.7532562,-901,0.09,13.47,
2/28/1970,8.985917355,10.09110744,3.093421488,81.18500826,81.18500826,,94.317,0.138,37.844,-901,6.756,-901,10.66869421,27.82413223,-901,0.109,3.09,
3/31/1970,9.204694215,11.52892562,4.476297521,82.41809091,82.41809091,,82.825,0.216,35.302,-901,2.8,-901,19.07345455,32.29328926,-901,0.176,4.48,
4/30/1970,5.301818182,5.367272727,5.468429752,78.73512397,78.73512397,,89.123,0.34,35.427,-901,6.756,-901,6.950082645,32.23933884,-901,0.275,5.47,
5/31/1970,4.353322314,3.824528926,15.99907438,193.2944298,193.2944298,,140.321,0.57,49.078,-901,18.429,-901,49.98942149,22.54135537,-901,0.442,16,
6/30/1970,2.249256198,2.290909091,8.033057851,125.4827603,125.4827603,,141.281,0.622,47.425,-901,23.209,-901,56.78479339,32.67966942,-901,0.47,8.03,
7/31/1970,2.102876033,1.272793388,0.396595041,20.73380165,20.73380165,,124.814,0.844,41.534,-901,19.107,-901,3.787636364,33.11107438,-901,0.625,0.4,
8/31/1970,0.965355372,0.805487603,0.025640331,3.79522314,3.79522314,,105.519,0.795,36.373,-901,10.462,-901,0.611801653,32.42856198,-901,0.589,0.03,
9/30/1970,0.595041322,0.630743802,0.007616529,0.985165289,0.985165289,,89.993,0.532,27.413,-901,0.804,-901,0.594446281,31.1861157,-901,0.388,0.01,
10/31/1970,0.612416529,0.768595041,0.012850909,3.931504132,3.931504132,,65.993,0.326,18.625,-901,0.346,-901,0.608727273,33.16026446,-901,0.226,0.01,
11/30/1970,1.505454545,2.606280992,2.671735537,31.02571074,31.02571074,,49.836,0.18,12.564,-901,0.813,-901,7.806942149,32.72132231,-901,0.116,2.67,
12/31/1970,4.771438017,7.267834711,2.022942149,51.69473554,51.69473554,,29.491,0.091,10.609,-901,0.17,-901,9.592066116,33.46770248,-901,0.059,2.02,
1/31/1971,5.02353719,6.493090909,4.814479339,60.63861983,60.63861983,,23.097,0.077,7.636,-901,4.846,-901,3.879867769,30.63312397,-901,0.05,4.81,
2/28/1971,4.765090909,5.176066116,2.704661157,52.55238843,52.55238843,,15.122,0.068,9.439,-901,1.968,-901,6.44231405,28.01295868,-901,0.05,2.7,
3/31/1971,9.173950413,9.838016529,3.400264463,71.7916281,71.7916281,,14.288,0.095,6.079,-901,0.28,-901,4.45785124,30.87292562,-901,0.075,3.4,
4/30/1971,8.336528926,8.747107438,7.116694215,110.091,110.091,,35.886,0.198,14.487,-901,6.756,-901,3.070413223,28.90115702,-901,0.138,7.12,
5/31/1971,5.853619835,5.607669421,14.4926281,172.0328099,172.0328099,,108.425,0.47,41.925,-901,11.296,-901,14.67094215,18.34175207,-901,0.364,14.49,
6/30/1971,2.67768595,2.49322314,13.52528926,184.5203636,184.5203636,,141.858,0.591,49.768,-901,24.386,-901,63.19338843,32.69157025,-901,0.458,13.53,
7/31/1971,1.334280992,1.321983471,1.321983471,32.36101653,32.36101653,,125.361,0.845,41.804,-901,19.823,-901,20.51226446,32.81593388,-901,0.63,1.32,
8/31/1971,0.651768595,0.823933884,0.043717686,6.123512397,6.123512397,,94.802,0.78,30.659,-901,11.775,-901,17.99127273,32.23795041,-901,0.57,0.04,
9/30/1971,0.773553719,0.648595041,0.012079339,3.32407438,3.32407438,,74.581,0.502,22.029,-901,1.612,-901,9.36,28.38347107,-901,0.355,0.01,
10/31/1971,0.664066116,0.873123967,0.019737521,6.187942149,6.187942149,,44.012,0.293,14.317,-901,1.233,-901,6.038082645,32.7052562,-901,0.2,0.02,
11/30/1971,0.743801653,1.332892562,0.648595041,12.40502479,12.40502479,,25.785,0.142,9.469,-901,3.22,-901,1.005619835,26.80066116,-901,0.1,0.65,
12/31/1971,2.920661157,4.623867769,1.629421488,27.82590909,27.82590909,,17.949,0.07,4.141,-901,2.63,-901,0.418730579,23.82644628,-901,0.04,1.63,
1/31/1972,2.373421488,2.354975207,0.854677686,22.05313223,22.05313223,,3.61,0.052,4.669,-901,1.69,-901,0.386142149,23.99861157,-901,0.029,0.85,
2/29/1972,4.170247934,4.38307438,0.995107438,31.78030579,31.78030579,,7.098,0.039,4.481,-901,0.29,-901,0.394016529,9.485157025,-901,0.03,1,
3/31/1972,5.816727273,5.552330579,8.380760331,104.1291818,104.1291818,,35.452,0.116,15.798,-901,7.046,-901,0.388601653,24.9393719,-901,0.095,8.38,
4/30/1972,4.456859504,4.165289256,6.771570248,81.18657851,81.18657851,,55.671,0.262,27.19,-901,7.046,-901,0.430214876,25.22380165,-901,0.218,6.77,
5/31/1972,2.576330579,2.170512397,14.14829752,159.3645207,159.3645207,,140.608,0.533,49.443,-901,18.552,-901,12.66644628,12.46353719,-901,0.42,14.15,
6/30/1972,0.743801653,1.047272727,3.891570248,69.70336364,69.70336364,,137.365,0.62,45.93,-901,22.385,-901,27.66347107,32.20958678,-901,0.466,3.89,
7/31/1972,0.499894215,0.450089256,0.147570248,9.736950413,9.736950413,,117.526,0.83,43.841,-901,14.236,-901,0.903867769,32.59457851,-901,0.629,0.15,
8/31/1972,0.237957025,0.317276033,0.017155041,2.212768595,2.212768595,,97.905,0.774,35.62,-901,8.763,-901,0.725553719,31.42631405,-901,0.594,0.02,
9/30/1972,0.287404959,0.379041322,0.01338843,2.941256198,2.941256198,,81.148,0.513,26.305,-901,3.032,-901,0.595041322,30.43636364,-901,0.382,0.01,
10/31/1972,0.462386777,0.611801653,0.087312397,6.914049587,6.914049587,,62.021,0.315,15.223,-901,2.144,-901,0.694809917,32.11497521,-901,0.213,0.09,
11/30/1972,0.946115702,1.374545455,0.785454545,13.48547107,13.48547107,,43.292,0.172,9.107,-901,0.5,-901,0.343338843,31.69190083,-901,0.1,0.79,
12/31/1972,1.979900826,2.508694215,4.420958678,41.55980165,41.55980165,,36.292,0.092,8.564,-901,3.4,-901,0.324654545,31.09428099,-901,0.05,4.42,
1/31/1973,6.831272727,10.69269421,2.490247934,73.19728926,73.19728926,,31.466,0.086,11.755,-901,1.23,-901,3.000595041,28.03834711,-901,0.053,2.49,
2/28/1973,9.363570248,12.4458843,1.377322314,63.98721488,63.98721488,,22.275,0.078,3.959,-901,2.8,-901,4.476297521,27.20766942,-901,0.048,1.38,
3/31/1973,9.592066116,12.18684298,1.733950413,64.5047686,64.5047686,,10.068,0.099,3.606,-901,0.253,-901,3.855272727,29.52634711,-901,0.041,1.73,
4/30/1973,10.03239669,12.22809917,9.336198347,128.2547851,128.2547851,,40.79,0.2,16.658,-901,6.756,-901,1.392396694,26.15206612,-901,0.149,9.34,
5/31/1973,8.774280992,8.042578512,24.41057851,283.7099669,283.7099669,,137.46,0.511,49.589,-901,21.951,-901,59.83358678,15.03986777,-901,0.393,24.41,
6/30/1973,2.522975207,2.368264463,6.914380165,104.9810083,104.9810083,,139.46,0.618,47.349,-901,23.544,-901,50.06082645,31.7692562,-901,0.471,6.91,
7/31/1973,0.959206612,0.92846281,0.473454545,11.12906612,11.12906612,,116.461,0.83,42.95,-901,13.705,-901,9.708892562,33.04958678,-901,0.631,0.47,
8/31/1973,0.460542149,0.47591405,0.021889587,2.822884298,2.822884298,,98.812,0.773,34.065,-901,7.048,-901,0.676363636,31.72145455,-901,0.588,0.02,
9/30/1973,1.130578512,0.461157025,0.011960331,1.041661157,1.041661157,,77.24,0.51,26.968,-901,1.118,-901,0.654545455,32.06082645,-901,0.38,0.01,
10/31/1973,1.328132231,1.039140496,0.160482645,7.06531405,7.06531405,,54.164,0.305,18.245,-901,0.704,-901,0.657917355,33.06803306,-901,0.223,0.16,
11/30/1973,2.564628099,3.861818182,6.087272727,85.20682645,85.20682645,,75.684,0.19,22.747,-901,4.666,-901,6.789421488,30.34710744,-901,0.133,6.09,
12/31/1973,6.972694215,7.735140496,4.242644628,68.023,68.023,,70.592,0.121,21.038,-901,3.316,-901,9.868760331,32.12727273,-901,0.088,4.24,
1/31/1974,10.43444628,12.06386777,5.792132231,105.4274132,105.4274132,,77.463,0.122,24.677,-901,6.756,-901,6.726743802,31.97970248,-901,0.088,5.79,
2/28/1974,4.609586777,4.626247934,2.177057851,39.75326446,39.75326446,,59.682,0.118,18.387,-901,6.756,-901,14.05090909,28.64608264,-901,0.087,2.18,
3/31/1974,15.40264463,19.69447934,4.937454545,117.7384711,117.7384711,,56.882,0.181,20.637,-901,6.756,-901,17.67153719,29.58783471,-901,0.131,4.94,
4/30/1974,14.25123967,16.51834711,7.71768595,136.435876,136.435876,,68.596,0.3,30.216,-901,6.756,-901,16.72066116,29.39504132,-901,0.238,7.72,
5/31/1974,6.308628099,5.552330579,21.26856198,246.3539339,246.3539339,,137.84,0.545,49.735,-901,22.991,-901,63.3322314,18.65533884,-901,0.43,21.27,
6/30/1974,2.350413223,2.219504132,10.79404959,146.0071983,146.0071983,,141.184,0.62,48.067,-901,25.447,-901,78.48595041,31.96561983,-901,0.472,10.79,
7/31/1974,2.084429752,1.647867769,2.04753719,37.92212397,37.92212397,,127.558,0.848,41.597,-901,19.766,-901,19.74366942,32.99424793,-901,0.628,2.05,
8/31/1974,1.512595041,0.780892562,0.182618182,4.175231405,4.175231405,,94.474,0.791,30.333,-901,10.485,-901,17.22882645,33.22790083,-901,0.569,0.18,
9/30/1974,0.642644628,0.304066116,0.010829752,8.154123967,8.154123967,,77.165,0.51,16.566,-901,4.249,-901,9.389752066,32.0846281,-901,0.335,0.01,
10/31/1974,0.664066116,0.75014876,0.012789421,3.952619835,3.952619835,,56.753,0.307,7.46,-901,1.433,-901,0.75014876,31.37097521,-901,0.157,0.01,
11/30/1974,0.502214876,1.124628099,0.088661157,5.646876033,5.646876033,,34.333,0.16,4.799,-901,1.258,-901,0.348694215,26.54479339,-901,0.062,0.09,
12/31/1974,1.229752066,1.414214876,0.386757025,10.22233884,10.22233884,,12.227,0.072,4.272,-901,1.06,-901,0.489441322,26.3966281,-901,0.03,0.39,
1/31/1975,2.188958678,2.324231405,1.045289256,20.20544628,20.20544628,,3.941,0.047,4.669,-901,0.737,-901,0.387371901,17.90519008,-901,0.04,1.05,
2/28/1975,5.442644628,6.55338843,1.388429752,38.64102479,38.64102479,,4.892,0.035,4.637,-901,1.221,-901,0.437077686,10.97970248,-901,0.03,1.39,
3/31/1975,10.90175207,14.5848595,2.453355372,79.86202479,79.86202479,,6.657,0.062,6.581,-901,2.198,-901,0.405203306,21.49606612,-901,0.058,2.45,
4/30/1975,9.949090909,11.18082645,2.314710744,72.05354545,72.05354545,,6.399,0.107,4.59,-901,2.983,-901,0.371900826,26.74115702,-901,0.09,2.31,
5/31/1975,13.63180165,15.2058843,25.89242975,257.3222314,257.3222314,,102.559,0.415,45.719,-901,13.51,-901,21.9018843,16.0421157,-901,0.347,25.89,
6/30/1975,4.587768595,3.80231405,22.39735537,234.5868099,234.5868099,,141.857,0.586,51.653,-901,23.66,-901,88.18512397,31.94181818,-901,0.471,22.4,
7/31/1975,1.758545455,1.561785124,2.102876033,44.09907438,44.09907438,,127.466,0.848,41.261,-901,23.398,-901,24.552,33.02499174,-901,0.638,2.1,
8/31/1975,1.186710744,1.002247934,0.138347107,8.223735537,8.223735537,,97.248,0.788,27.526,-901,18.479,-901,17.19193388,33.00039669,-901,0.558,0.14,
9/30/1975,0.630743802,0.624793388,0.033381818,4.199454545,4.199454545,,70.664,0.498,14.021,-901,9.039,-901,17.01818182,31.5014876,-901,0.316,0.03,
10/31/1975,1.076033058,1.328132231,2.213553719,22.88728926,22.88728926,,58.369,0.302,5.264,-901,6.756,-901,5.330975207,32.56998347,-901,0.135,2.21,
11/30/1975,1.059173554,1.261487603,2.439669421,24.3581405,24.3581405,,44.347,0.17,4.949,-901,3.619,-901,0.349289256,29.03206612,-901,0.054,2.44,
12/31/1975,1.051438017,1.11292562,1.143669421,13.59758678,13.59758678,,22.808,0.085,4.39,-901,0.19,-901,0.356013223,33.22790083,-901,0.03,1.14,
1/31/1976,0.946909091,1.002247934,0.73785124,10.50619008,10.50619008,,4.873,0.059,3.838,-901,0.88,-901,0.373229752,23.44522314,-901,0.028,0.74,
2/29/1976,1.087140496,1.386247934,1.041123967,13.73261983,13.73261983,,3.626,0.032,4.59,-901,1.54,-901,0.365831405,7.644495868,-901,0.028,1.04,
3/31/1976,1.752396694,1.832330579,2.766942149,28.22280992,28.22280992,,11.865,0.069,8.817,-901,0.81,-901,0.424264463,6.929652893,-901,0.068,2.77,
4/30/1976,1.463801653,1.541157025,4.367603306,44.27812397,44.27812397,,24.616,0.172,15.179,-901,8.771,-901,0.430809917,7.985454545,-901,0.158,4.37,
5/31/1976,0.823933884,0.713256198,5.626115702,71.71604959,71.71604959,,56.306,0.362,30.685,-901,14.039,-901,0.364621488,13.85315702,-901,0.333,5.63,
6/30/1976,0.386181818,0.338578512,0.327272727,7.880057851,7.880057851,,47.308,0.407,34.497,-901,9.332,-901,0.286809917,15.14380165,-901,0.39,0.33,
7/31/1976,0.179543802,0.180158678,0.023180826,1.67238843,1.67238843,,36.853,0.515,32.176,-901,5.57,-901,0.344330579,15.82076033,-901,0.549,0.02,
8/31/1976,0.303133884,0.316661157,0.202909091,4.546983471,4.546983471,,33.839,0.477,24.731,-901,1.791,-901,0.348019835,16.8168595,-901,0.512,0.2,
9/30/1976,0.225520661,0.231471074,0.116628099,2.490487603,2.490487603,,27.473,0.318,16.521,-901,1.027,-901,0.33738843,15.94710744,-901,0.314,0.12,
10/31/1976,0.688661157,0.262552066,0.015002975,2.512330579,2.512330579,,19.139,0.192,15.179,-901,0.498,-901,0.331418182,10.79722314,-901,0.186,0.02,
11/30/1976,0.225520661,0.408198347,0.066049587,2.336702479,2.336702479,,17.802,0.105,6.47,-901,0.453,-901,0.362975207,10.82975207,-901,0.095,0.07,
12/31/1976,0.204753719,0.375689256,0.016601653,2.157991736,2.157991736,,12.076,0.06,5.104,-901,0.522,-901,0.378763636,7.612165289,-901,0.034,0.02,
1/31/1977,0.292066116,0.558922314,0.215821488,4.048826446,4.048826446,,4.892,0.048,5.122,-901,0.57,-901,0.351094215,8.276231405,-901,0.032,0.22,
2/28/1977,0.344330579,0.577586777,0.435966942,6.439933884,6.439933884,,3.564,0.035,5.816,-901,1.542,-901,0.318783471,3.160066116,-901,0.032,0.44,
3/31/1977,0.557077686,0.694809917,0.799338843,8.837479339,8.837479339,,4.256,0.054,5.857,-901,2.026,-901,0.186922314,4.734545455,-901,0.061,0.8,
4/30/1977,0.384991736,0.445090909,3.855867769,34.3125124,34.3125124,,11.776,0.118,11.133,-901,9.643,-901,0.214809917,10.81785124,-901,0.122,3.86,
5/31/1977,0.591510744,0.670214876,4.796033058,42.19195868,42.19195868,,20.093,0.235,23.773,-901,12.035,-901,0.191226446,15.51332231,-901,0.29,4.8,
6/30/1977,0.153520661,0.285024793,1.737520661,24.5912314,24.5912314,,25.219,0.277,27.135,-901,11.304,-901,0.224330579,15.5722314,-901,0.348,1.74,
7/31/1977,0.130968595,0.092846281,0.047345455,0.486917355,0.486917355,,15.81,0.37,29,-901,1.544,-901,0.185692562,16.90294215,-901,0.509,0.05,
8/31/1977,0.118671074,0.031666116,0.005103471,0.710760331,0.710760331,,10.536,0.302,17.818,-901,1.495,-901,0.177699174,16.89679339,-901,0.468,0.01,
9/30/1977,0.111867769,0.037904132,0.011305785,0.572429752,0.572429752,,4.222,0.165,7.262,-901,0.991,-901,0.16661157,17.34545455,-901,0.245,0.01,
10/31/1977,0.098380165,0.137732231,0.008300826,1.018543802,1.018543802,,4.2,0.09,7.021,-901,0.967,-901,0.191226446,0.263781818,-901,0.109,0.01,
11/30/1977,0.246942149,0.31953719,0.047484298,3.467206612,3.467206612,,5.096,0.058,6.672,-901,0.843,-901,0.186842975,0.725950413,-901,0.068,0.05,
12/31/1977,1.278942149,2.477950413,1.893818182,28.33359504,28.33359504,,9.573,0.045,5.21,-901,2.4,-901,0.239801653,12.37745455,-901,0.038,1.89,
1/31/1978,10.14545455,13.42889256,1.199008264,76.52403306,76.52403306,,5.941,0.045,8.981,-901,6.45,-901,1.85077686,23.64813223,-901,0.042,1.2,
2/28/1978,7.858512397,10.57428099,1.171834711,57.27519835,57.27519835,,5.172,0.04,6.02,-901,1.753,-901,2.804628099,24.70849587,-901,0.043,1.17,
3/31/1978,15.01527273,19.61454545,5.712198347,124.1955372,124.1955372,,26.313,0.097,8.647,-901,5,-901,1.697057851,24.44132231,-901,0.07,5.71,
4/30/1978,16.71471074,19.83867769,7.223801653,147.1893719,147.1893719,,46.845,0.236,19.012,-901,6.963,-901,10.42512397,27.15173554,-901,0.172,7.22,
5/31/1978,8.602115702,9.395305785,23.30995041,236.7367769,236.7367769,,130.699,0.511,50.322,-901,14.192,-901,30.8913719,21.07795041,-901,0.4,23.31,
6/30/1978,3.24892562,2.743140496,19.83867769,213.4322066,213.4322066,,141.665,0.614,51.727,-901,22.943,-901,107.7024793,32.82842975,-901,0.478,19.84,
7/31/1978,1.094479339,1.254347107,3.049785124,51.70009917,51.70009917,,130.513,0.852,45.159,-901,23.207,-901,26.70406612,33.83047934,-901,0.65,3.05,
8/31/1978,0.762446281,0.682512397,0.091001653,5.704892562,5.704892562,,100.553,0.796,36.061,-901,13.566,-901,16.85375207,33.60297521,-901,0.6,0.09,
9/30/1978,0.856859504,0.803305785,0.827107438,13.51747107,13.51747107,,89.676,0.528,24.999,-901,7.406,-901,3.832066116,32.6677686,-901,0.38,0.83,
10/31/1978,0.58597686,0.5952,0.023734215,3.340413223,3.340413223,,69.663,0.33,16.75,-901,1.614,-901,0.688661157,33.60912397,-901,0.215,0.02,
11/30/1978,0.833057851,0.755702479,0.104727273,5.766181818,5.766181818,,41.058,0.178,16.841,-901,1.277,-901,0.40522314,31.00165289,-901,0.076,0.1,
12/31/1978,0.842380165,1.162115702,0.477143802,9.508305785,9.508305785,,17.949,0.08,16.566,-901,2.39,-901,0.36585124,27.38042975,-901,0.075,0.48,
1/31/1979,3.769190083,4.777586777,3.486347107,44.84084298,44.84084298,,11.835,0.06,16.658,-901,4.004,-901,0.405203306,28.23510744,-901,0.073,3.49,
2/28/1979,4.687338843,6.864396694,1.016330579,39.39420661,39.39420661,,8.612,0.05,12.716,-901,1.267,-901,0.352661157,24.60297521,-901,0.07,1.02,
3/31/1979,11.25838017,14.68938843,3.590876033,90.86817355,90.86817355,,21.149,0.095,3.747,-901,6.744,-901,1.457256198,25.17302479,-901,0.078,3.59,
4/30/1979,10.47867769,12.34710744,7.723636364,122.1234545,122.1234545,,40.201,0.22,16.339,-901,10.386,-901,13.71570248,22.46280992,-901,0.143,7.72,
5/31/1979,10.47133884,10.52052893,20.16793388,259.7417355,259.7417355,,137.65,0.512,50.615,-901,18.961,-901,34.39616529,21.40383471,-901,0.397,20.17,
6/30/1979,2.51107438,2.588429752,5.581487603,95.55182645,95.55182645,,138.982,0.618,46.283,-901,24.219,-901,41.90280992,32.79867769,-901,0.47,5.58,
7/31/1979,1.192859504,1.254347107,0.273004959,13.4248595,13.4248595,,123.996,0.84,43.223,-901,14.742,-901,1.032991736,33.7751405,-901,0.628,0.27,
8/31/1979,0.774743802,0.570604959,0.016355702,4.20885124,4.20885124,,106.455,0.795,34.126,-901,8.107,-901,0.836231405,32.59457851,-901,0.587,0.02,
9/30/1979,0.444495868,0.390347107,0.004879339,1.347561983,1.347561983,,87.785,0.53,25.703,-901,3.61,-901,0.636694215,30.09719008,-901,0.378,0,
10/31/1979,0.621024793,0.657917355,0.971504132,10.0871157,10.0871157,,66.346,0.323,21.749,-901,3.692,-901,0.597044628,31.05123967,-901,0.228,0.97,
11/30/1979,0.993719008,1.249586777,1.737520661,17.14280165,17.14280165,,46.156,0.178,20.637,-901,2.915,-901,1.08892562,32.20363636,-901,0.137,1.74,
12/31/1979,1.979900826,2.059834711,1.617123967,18.81263636,18.81263636,,26.801,0.088,10.37,-901,2.755,-901,5.650710744,33.28938843,-901,0.071,1.62,
1/31/1980,22.2277686,28.63477686,14.68938843,243.3783306,243.3783306,,72.901,0.102,29.867,-901,12.905,-901,15.63014876,20.69672727,-901,0.082,14.69,
2/29/1980,23.04852893,30.37090909,4.014942149,156.6866033,156.6866033,,73.921,0.122,32.538,-901,11.869,-901,16.79603306,28.80059504,-901,0.1,4.01,
3/31/1980,13.62565289,16.95213223,2.643966942,96.34260331,96.34260331,,60.411,0.192,27.638,-901,12.076,-901,15.63014876,33.5722314,-901,0.16,2.64,
4/30/1980,8.532892562,9.365950413,10.16330579,134.0280083,134.0280083,,85.523,0.318,42.338,-901,18.451,-901,17.20859504,29.37123967,-901,0.274,10.16,
5/31/1980,6.941950413,5.607669421,15.39649587,201.7058099,201.7058099,,141.184,0.568,50.322,-901,22.141,-901,56.07054545,20.20482645,-901,0.46,15.4,
6/30/1980,3.207272727,2.67768595,12.68033058,177.1623058,177.1623058,,141.28,0.624,52.025,-901,25.5,-901,99.96694215,33.19735537,-901,0.48,12.68,
7/31/1980,1.438809917,1.543338843,3.332628099,70.26833058,70.26833058,,137.175,0.86,45.79,-901,25.763,-901,32.06578512,34.35312397,-901,0.653,3.33,
8/31/1980,0.590280992,0.768595041,0.072555372,7.414214876,7.414214876,,124.814,0.839,37.783,-901,15.284,-901,0.670214876,33.70135537,-901,0.609,0.07,
9/30/1980,0.412363636,0.585520661,0.018208264,2.650727273,2.650727273,,112.589,0.58,24.037,-901,8.337,-901,0.568859504,32.23338843,-901,0.38,0.02,
10/31/1980,0.557077686,0.700958678,0.014695537,1.84577686,1.84577686,,95.452,0.369,13.729,-901,1.742,-901,0.676363636,33.04343802,-901,0.203,0.01,
11/30/1980,0.58968595,0.70214876,0.017077686,3.629619835,3.629619835,,69.378,0.21,10.105,-901,1.488,-901,0.372495868,30.92429752,-901,0.1,0.02,
12/31/1980,0.891570248,1.11292562,0.217666116,6.417016529,6.417016529,,41.652,0.108,6.514,-901,1.146,-901,0.345560331,33.87352066,-901,0.048,0.22,
1/31/1981,2.022942149,2.570181818,0.412581818,15.19492562,15.19492562,,13.287,0.078,7.092,-901,2.031,-901,0.375689256,32.2871405,-901,0.04,0.41,
2/28/1981,2.077090909,2.371438017,1.727206612,26.4912314,26.4912314,,3.37,0.049,6.604,-901,4.089,-901,0.319338843,24.29196694,-901,0.041,1.73,
3/31/1981,4.513190083,6.118016529,1.86307438,43.91428099,43.91428099,,13.128,0.072,7.189,-901,2.774,-901,0.36892562,12.71563636,-901,0.068,1.86,
4/30/1981,3.885619835,4.456859504,9.56231405,110.6746777,110.6746777,,54.789,0.228,24.623,-901,12.335,-901,2.130247934,18.78545455,-901,0.188,9.56,
5/31/1981,2.232,1.838479339,9.014082645,125.7834298,125.7834298,,117.081,0.505,48.572,-901,18.915,-901,4.857520661,13.76707438,-901,0.411,9.01,
6/30/1981,0.797355372,0.642644628,1.445950413,34.0241157,34.0241157,,123.451,0.581,46.142,-901,15.627,-901,0.714049587,27.93123967,-901,0.465,1.45,
7/31/1981,0.472839669,0.177084298,0.033572231,0.96438843,0.96438843,,105.177,0.792,34.497,-901,10.64,-901,0.670214876,32.44700826,-901,0.598,0.03,
8/31/1981,0.309897521,0.144495868,0.00461157,0.383826446,0.383826446,,88.492,0.739,25.54,-901,6.774,-901,0.682512397,27.93996694,-901,0.524,0,
9/30/1981,0.215404959,0.129719008,0.002915702,0.343884298,0.343884298,,69.591,0.489,16.979,-901,3.682,-901,0.654545455,29.42479339,-901,0.319,0,
10/31/1981,0.418115702,0.41073719,0.41073719,6.018528926,6.018528926,,45.871,0.29,11.867,-901,3.025,-901,0.670214876,32.84667769,-901,0.176,0.41,
11/30/1981,2.737190083,2.915702479,7.806942149,76.7962314,76.7962314,,64.201,0.176,21.19,-901,6.87,-901,0.441520661,27.8538843,-901,0.12,7.81,
12/31/1981,7.396958678,8.755834711,11.40595041,128.0942893,128.0942893,,93.187,0.126,35.557,-901,7.953,-901,10.62505785,31.10657851,-901,0.096,11.41,
1/31/1982,11.01857851,15.32271074,2.428760331,89.30549587,89.30549587,,79.41,0.131,29.867,-901,6.963,-901,19.28866116,31.71530579,-901,0.101,2.43,
2/28/1982,20.20998347,24.73626446,12.67358678,202.529124,202.529124,,101.554,0.134,43.703,-901,6.963,-901,17.8218843,28.62942149,-901,0.108,12.67,
3/31/1982,18.79676033,23.35299174,3.830677686,149.0575372,149.0575372,,94.802,0.225,42.542,-901,6.963,-901,23.29765289,30.65771901,-901,0.19,3.83,
4/30/1982,33.39966942,41.90876033,13.47173554,292.511,292.511,,136.606,0.388,47.349,-901,6.963,-901,36.52363636,20.78479339,-901,0.308,13.47,
5/31/1982,13.18909091,14.83695868,24.06624793,306.3222066,306.3222066,,138.696,0.618,50.322,-901,19.832,-901,152.058843,20.00191736,-901,0.472,24.07,
6/30/1982,4.183140496,3.974876033,12.26975207,191.9030744,191.9030744,,139.364,0.62,51.802,-901,26.526,-901,124.8396694,16.0185124,-901,0.482,12.27,
7/31/1982,2.287338843,2.342677686,2.182809917,66.49730579,66.49730579,,130.606,0.85,47.707,-901,25.462,-901,22.66433058,33.0618843,-901,0.659,2.18,
8/31/1982,1.186710744,1.10677686,0.114981818,18.14504959,18.14504959,,112.065,0.812,40.329,-901,12.683,-901,9.561322314,32.95120661,-901,0.622,0.11,
9/30/1982,1.118677686,1.142479339,0.73785124,20.26317355,20.26317355,,102.224,0.553,33.267,-901,5.831,-901,0.70214876,32.03702479,-901,0.412,0.74,
10/31/1982,2.305785124,2.557884298,5.429355372,66.08521488,66.08521488,,116.541,0.378,33.818,-901,8.936,-901,4.254942149,28.61633058,-901,0.269,5.43,
11/30/1982,5.57553719,6.68231405,2.082644628,62.5532562,62.5532562,,102.643,0.235,28.372,-901,6.98,-901,18.55338843,32.12033058,-901,0.163,2.08,
12/31/1982,12.38975207,16.55246281,2.04753719,103.1905041,103.1905041,,89.202,0.138,22.779,-901,6.963,-901,18.68608264,32.71755372,-901,0.092,2.05,
1/31/1983,13.75477686,18.02816529,1.795438017,92.26507438,92.26507438,,67.889,0.126,16.841,-901,6.963,-901,15.19358678,31.6046281,-901,0.081,1.8,
