,I_MFM008,I_SFM005,I_COL003,I_SLTSP,I_UBEAR,I_NFM010,I_TGC003,I_NHGAN,I_PARDE,I_CMCHE,I_JNKSN,I_CMP001,I_CMP014,I_CSM035,I_AMADR,I_DSC035,I_DEE023
1983-02-28,21.83,28.86,1.74,31.89,7.04,25.11,1.88,100.08,7.01,7.01,11.25,4.57,12.33,161.02,15.21,47.31,24.59
1983-03-31,40.18,50.73,3.38,66.17,14.6,48.3,3.61,175.37,12.28,12.28,16.25,8.17,22.07,277.33,26.04,69.71,24.98
1983-04-30,19.55,24.19,3.5,44.46,9.81,23.72,1.77,48.51,3.4,3.4,6.85,3.69,9.96,110.13,10.5,23.06,6.71
1983-05-31,22.9,26.06,22.9,125.41,27.68,62.98,4.71,33.15,2.32,2.32,4.07,5.3,14.32,114.01,11.07,9.99,1.32
1983-06-30,10.76,9.7,33.58,194.06,42.83,74.88,5.6,9.26,0.65,0.65,1.77,2.94,7.93,54.65,5.41,4.31,0.3
1983-07-31,4.19,3.87,16.16,109.93,24.26,41.07,3.07,5.17,0.36,0.36,0.66,0.93,2.5,20.19,1.95,1.45,0.06
1983-08-31,2.35,2.04,1.55,20.73,4.58,4.89,0.37,2.52,0.18,0.18,0.29,0.35,0.94,6.51,0.65,0.29,0.0
1983-09-30,1.77,1.88,0.93,10.07,2.22,3.62,0.27,2.29,0.16,0.16,0.31,0.22,0.6,4.45,0.45,0.18,0.0
1983-10-31,1.67,1.64,0.86,6.95,1.53,0.7,0.05,2.8,0.2,0.2,0.28,0.26,0.69,4.39,0.45,0.74,0.97
1983-11-30,11.56,11.74,10.66,52.75,11.64,37.86,2.83,52.07,3.64,3.64,5.25,2.91,7.85,89.18,8.46,23.47,19.08
1983-12-31,22.86,26.01,8.09,58.81,12.98,41.89,3.13,83.09,5.82,5.82,10.76,5.44,14.69,173.88,16.46,48.94,26.58
1984-01-31,10.47,10.21,3.95,34.65,7.65,16.43,1.23,20.0,1.4,1.4,3.5,2.04,5.51,61.33,5.82,15.47,5.58
1984-02-29,7.38,7.54,2.28,25.1,5.54,10.94,0.82,25.02,1.75,1.75,3.3,1.41,3.8,52.91,4.94,10.74,3.24
1984-03-31,8.95,9.51,4.84,36.59,8.07,15.88,1.19,23.34,1.63,1.63,3.23,2.21,5.98,61.23,5.84,10.34,2.78
1984-04-30,5.93,5.9,6.53,46.07,10.17,14.09,1.05,10.49,0.73,0.73,1.32,1.59,4.3,38.02,3.64,2.96,0.37
1984-05-31,3.86,3.88,17.59,121.55,26.83,37.85,2.83,5.99,0.42,0.42,0.85,1.28,3.44,26.75,2.6,2.01,0.15
1984-06-30,2.21,2.27,7.49,58.19,12.84,16.47,1.23,3.25,0.23,0.23,0.31,0.62,1.68,9.54,0.98,0.72,0.03
1984-07-31,1.21,1.19,0.36,12.3,2.71,2.26,0.17,1.65,0.12,0.12,0.15,0.29,0.79,3.22,0.36,0.21,0.01
1984-08-31,0.85,0.62,0.03,1.84,0.41,0.63,0.05,0.68,0.05,0.05,0.11,0.19,0.52,1.66,0.2,0.07,0.0
1984-09-30,0.84,0.36,0.01,0.77,0.17,0.39,0.03,0.02,0.0,0.0,0.1,0.12,0.33,1.28,0.15,0.06,0.0
1984-10-31,1.01,1.15,0.44,4.17,0.92,0.0,0.0,1.39,0.1,0.1,0.18,0.24,0.65,3.25,0.35,0.56,0.71
1984-11-30,4.08,2.85,2.56,13.48,2.98,4.94,0.37,8.43,0.59,0.59,0.95,0.75,2.02,16.35,1.61,3.68,3.39
1984-12-31,2.21,2.21,1.17,7.13,1.57,4.67,0.35,7.29,0.51,0.51,0.74,0.48,1.3,13.02,1.25,3.07,2.12
1985-01-31,2.13,1.81,1.24,6.57,1.45,3.92,0.29,5.45,0.38,0.38,0.44,0.38,1.03,7.86,0.78,1.92,1.32
1985-02-28,2.6,3.19,1.68,9.5,2.1,5.32,0.4,17.43,1.22,1.22,1.53,0.56,1.5,24.18,2.23,5.51,3.24
1985-03-31,4.67,5.24,2.17,18.0,3.97,8.7,0.65,23.92,1.67,1.67,1.72,0.94,2.53,32.55,3.03,6.94,2.96
1985-04-30,6.33,6.75,11.07,73.02,16.12,19.46,1.45,7.85,0.55,0.55,2.0,1.71,4.62,35.6,3.53,5.64,1.72
1985-05-31,2.55,2.48,9.87,90.47,19.97,12.82,0.96,2.52,0.18,0.18,0.49,0.75,2.02,14.84,1.46,0.99,0.11
1985-06-30,1.17,0.91,1.61,22.02,4.86,1.97,0.15,1.92,0.13,0.13,0.12,0.33,0.89,3.76,0.41,0.26,0.01
1985-07-31,0.44,0.28,0.06,2.47,0.55,0.07,0.01,1.49,0.1,0.1,0.04,0.15,0.4,0.89,0.12,0.07,0.0
1985-08-31,0.37,0.31,0.02,1.07,0.24,0.03,0.0,1.37,0.1,0.1,0.02,0.0,0.0,0.66,0.05,0.03,0.0
1985-09-30,0.52,0.41,0.13,2.41,0.53,0.43,0.03,0.91,0.06,0.06,0.09,0.32,0.85,1.06,0.19,0.08,0.0
1985-10-31,1.34,0.62,0.3,2.04,0.45,1.16,0.09,0.98,0.07,0.07,0.1,0.09,0.24,1.34,0.14,0.23,0.31
1985-11-30,1.17,1.62,0.54,5.94,1.31,2.53,0.19,3.76,0.26,0.26,0.38,0.38,1.04,6.58,0.67,1.24,1.54
1985-12-31,2.15,2.85,2.06,10.62,2.34,7.32,0.55,5.4,0.38,0.38,0.89,0.76,2.05,17.65,1.72,4.32,4.19
1986-01-31,4.7,6.52,4.89,22.18,4.9,23.16,1.73,12.46,0.87,0.87,2.49,1.65,4.45,40.74,3.97,11.14,9.51
1986-02-28,42.66,53.28,10.53,97.62,21.55,54.92,4.1,185.63,12.99,12.99,19.9,11.23,30.33,321.54,30.79,90.28,47.27
1986-03-31,24.36,26.84,13.01,91.53,20.2,32.86,2.46,82.67,5.79,5.79,8.32,4.64,12.52,153.16,14.36,26.38,7.26
1986-04-30,8.48,8.76,10.62,67.7,14.94,19.38,1.45,12.59,0.88,0.88,1.45,1.66,4.48,42.61,4.04,3.3,0.39
1986-05-31,4.73,4.4,17.68,105.89,23.37,38.67,2.89,6.37,0.45,0.45,0.7,1.1,2.96,23.56,2.28,1.74,0.07
1986-06-30,2.64,1.97,10.35,77.54,17.11,33.73,2.52,2.5,0.18,0.18,0.28,0.4,1.07,8.25,0.8,0.58,0.03
1986-07-31,1.26,0.94,0.49,13.13,2.9,1.86,0.14,0.99,0.07,0.07,0.12,0.27,0.72,2.6,0.3,0.13,0.0
1986-08-31,1.03,0.37,0.02,2.74,0.61,0.77,0.06,0.54,0.04,0.04,0.09,0.14,0.37,1.15,0.14,0.05,0.0
1986-09-30,1.24,0.68,0.05,1.89,0.42,0.91,0.07,0.51,0.04,0.04,0.14,0.19,0.52,1.64,0.2,0.08,0.0
1986-10-31,1.48,0.71,0.19,4.59,1.01,0.0,0.0,0.73,0.05,0.05,0.1,0.15,0.41,2.0,0.21,0.25,0.35
1986-11-30,0.87,0.57,0.02,1.75,0.39,0.0,0.0,0.79,0.06,0.06,0.09,0.13,0.36,1.95,0.2,0.31,0.33
1986-12-31,0.71,0.7,0.04,2.28,0.5,0.0,0.0,1.43,0.1,0.1,0.16,0.18,0.48,2.73,0.29,0.43,0.47
1987-01-31,0.92,1.0,0.18,3.76,0.83,0.0,0.0,2.58,0.18,0.18,0.27,0.3,0.81,4.24,0.45,0.7,0.67
1987-02-28,1.92,1.66,1.06,8.11,1.79,0.03,0.0,7.98,0.56,0.56,0.67,0.59,1.58,12.46,1.23,1.95,1.6
1987-03-31,3.7,3.76,2.1,17.35,3.83,0.06,0.0,18.1,1.27,1.27,1.5,1.04,2.8,27.97,2.68,3.86,1.97
1987-04-30,1.8,1.78,8.94,57.6,12.71,0.02,0.0,2.96,0.21,0.21,0.47,0.58,1.56,10.31,1.04,0.93,0.3
1987-05-31,0.98,0.97,5.72,63.73,14.07,0.0,0.0,0.65,0.05,0.05,0.17,0.41,1.1,5.07,0.54,0.26,0.03
1987-06-30,0.6,0.48,0.48,8.64,1.91,0.0,0.0,0.0,0.0,0.0,0.05,0.27,0.73,1.21,0.18,0.09,0.0
1987-07-31,0.67,0.24,0.03,2.26,0.5,0.0,0.0,0.0,0.0,0.0,0.03,0.24,0.65,0.28,0.1,0.05,0.0
1987-08-31,0.25,0.13,0.01,0.86,0.19,0.0,0.0,0.36,0.03,0.03,0.03,0.25,0.68,0.01,0.08,0.03,0.0
1987-09-30,0.2,0.13,0.01,0.83,0.18,0.0,0.0,0.32,0.02,0.02,0.02,0.12,0.31,0.01,0.04,0.01,0.0
1987-10-31,0.26,0.22,0.01,1.17,0.26,0.0,0.0,0.15,0.01,0.01,0.03,0.06,0.17,0.45,0.06,0.04,0.07
1987-11-30,0.45,0.3,0.16,3.71,0.82,0.04,0.0,0.15,0.01,0.01,0.07,0.12,0.31,1.51,0.16,0.16,0.23
1987-12-31,0.77,0.51,0.82,5.47,1.21,0.59,0.04,0.7,0.05,0.05,0.2,0.28,0.77,3.65,0.39,0.41,0.54
1988-01-31,1.43,1.38,1.11,7.91,1.75,1.54,0.12,4.73,0.33,0.33,0.66,0.64,1.74,12.6,1.26,1.35,1.39
1988-02-29,0.96,0.63,1.97,8.87,1.96,1.85,0.14,1.54,0.11,0.11,0.36,0.41,1.12,6.0,0.63,0.71,0.55
1988-03-31,1.72,1.22,3.96,22.74,5.02,2.47,0.18,2.85,0.2,0.2,0.45,0.62,1.69,8.78,0.93,0.95,0.53
1988-04-30,1.17,1.19,5.64,48.5,10.7,0.0,0.0,2.84,0.2,0.2,0.48,0.6,1.61,8.39,0.89,0.72,0.32
1988-05-31,1.05,1.01,4.53,53.39,11.78,0.0,0.0,0.82,0.06,0.06,0.19,0.43,1.16,6.18,0.64,0.25,0.05
1988-06-30,0.46,0.5,1.14,17.18,3.79,0.0,0.0,0.32,0.02,0.02,0.07,0.42,1.14,1.82,0.28,0.1,0.01
1988-07-31,0.4,0.14,0.05,0.98,0.22,0.06,0.0,0.99,0.07,0.07,0.02,0.19,0.51,0.18,0.07,0.03,0.0
1988-08-31,0.38,0.06,0.01,0.0,0.0,0.0,0.0,1.1,0.08,0.08,0.01,0.16,0.44,0.0,0.04,0.02,0.0
1988-09-30,0.25,0.03,0.0,0.0,0.0,0.0,0.0,0.34,0.02,0.02,0.02,0.13,0.36,0.0,0.04,0.01,0.0
1988-10-31,0.25,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0
1988-11-30,0.53,0.5,0.4,2.23,0.49,3.91,0.29,0.17,0.01,0.01,0.13,0.2,0.54,2.18,0.24,0.38,0.5
1988-12-31,0.49,0.52,0.67,5.13,1.13,1.14,0.09,1.25,0.09,0.09,0.15,0.26,0.7,2.81,0.32,0.64,0.68
1989-01-31,0.66,0.42,0.95,5.04,1.11,1.84,0.14,2.6,0.18,0.18,0.28,0.62,1.67,4.34,0.56,1.29,1.18
1989-02-28,0.86,1.16,1.59,14.24,3.14,2.85,0.21,2.97,0.21,0.21,0.63,0.93,2.51,7.8,0.95,2.23,2.0
1989-03-31,8.69,10.03,10.56,68.91,15.21,22.11,1.65,19.14,1.34,1.34,5.27,4.22,11.41,86.12,8.6,20.31,10.76
1989-04-30,4.34,3.76,13.38,88.51,19.53,22.13,1.65,3.58,0.25,0.25,1.67,1.83,4.94,32.69,3.31,4.48,1.23
1989-05-31,1.67,1.16,10.18,82.17,18.14,11.16,0.83,0.91,0.06,0.06,0.38,0.56,1.52,12.31,1.19,0.8,0.07
1989-06-30,0.64,0.5,3.53,46.04,10.16,1.87,0.14,0.0,0.0,0.0,0.1,0.0,0.0,3.94,0.32,0.21,0.01
1989-07-31,0.49,0.18,0.1,3.86,0.85,0.3,0.02,0.36,0.03,0.03,0.03,0.0,0.0,1.03,0.09,0.04,0.0
1989-08-31,0.35,0.06,0.02,1.23,0.27,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.32,0.03,0.01,0.0
1989-09-30,0.46,0.28,0.09,2.31,0.51,1.7,0.13,0.21,0.01,0.01,0.05,0.0,0.0,0.93,0.08,0.03,0.0
1989-10-31,0.77,0.92,0.87,5.85,1.29,1.78,0.13,0.46,0.03,0.03,0.14,0.2,0.54,2.76,0.29,0.41,0.52
1989-11-30,0.82,0.72,0.79,8.55,1.89,2.57,0.19,1.13,0.08,0.08,0.19,0.24,0.66,3.62,0.38,0.67,0.68
1989-12-31,0.57,0.39,0.91,7.1,1.57,1.22,0.09,0.78,0.05,0.05,0.18,0.11,0.31,3.09,0.3,0.52,0.53
1990-01-31,1.04,1.35,1.37,8.57,1.89,2.63,0.2,4.07,0.28,0.28,0.45,0.41,1.1,7.71,0.78,1.44,1.17
1990-02-28,1.29,2.02,1.22,7.68,1.7,1.68,0.13,10.53,0.74,0.74,0.6,0.38,1.03,11.27,1.07,2.01,1.53
1990-03-31,4.18,4.63,3.89,29.74,6.56,7.17,0.54,11.43,0.8,0.8,1.5,1.29,3.49,26.11,2.6,4.66,2.36
1990-04-30,2.91,2.2,8.06,63.63,14.04,4.81,0.36,2.8,0.2,0.2,0.9,0.82,2.22,15.95,1.6,2.1,0.71
1990-05-31,1.64,1.07,4.62,50.77,11.21,2.7,0.2,1.81,0.13,0.13,0.25,0.44,1.19,7.72,0.77,0.42,0.06
1990-06-30,1.23,0.87,2.06,22.15,4.89,1.8,0.13,1.14,0.08,0.08,0.18,0.39,1.07,6.01,0.62,0.33,0.02
1990-07-31,0.54,0.21,0.1,2.88,0.64,0.0,0.0,0.22,0.02,0.02,0.04,0.05,0.14,1.06,0.1,0.04,0.0
1990-08-31,0.45,0.08,0.02,1.23,0.27,0.0,0.0,0.0,0.0,0.0,0.01,-0.0,-0.0,0.28,0.02,0.01,0.0
1990-09-30,0.25,0.07,0.01,0.34,0.07,0.0,0.0,0.37,0.03,0.03,0.01,0.01,0.02,0.18,0.02,0.01,0.0
1990-10-31,0.31,0.11,0.01,0.24,0.05,0.0,0.0,0.28,0.02,0.02,0.03,0.06,0.15,0.31,0.04,0.05,0.08
1990-11-30,0.34,0.19,0.02,0.0,0.0,0.06,0.0,0.12,0.01,0.01,0.04,0.02,0.06,0.96,0.09,0.12,0.16
1990-12-31,0.34,0.17,0.02,1.57,0.35,0.15,0.01,0.0,0.0,0.0,0.04,0.04,0.1,1.0,0.09,0.14,0.19
1991-01-31,0.29,0.11,0.04,0.91,0.2,1.14,0.09,0.09,0.01,0.01,0.05,0.08,0.21,1.05,0.11,0.2,0.22
1991-02-28,0.32,0.14,0.31,0.45,0.1,1.0,0.07,0.54,0.04,0.04,0.09,0.15,0.4,1.73,0.19,0.37,0.36
1991-03-31,2.02,4.09,2.69,18.72,4.13,6.1,0.46,39.7,2.78,2.78,2.39,0.72,1.93,44.12,3.95,8.13,5.92
1991-04-30,3.6,3.78,5.14,35.41,7.81,7.67,0.57,5.07,0.35,0.35,1.51,1.62,4.39,25.9,2.69,4.82,1.96
1991-05-31,3.44,2.99,11.39,84.41,18.63,8.39,0.63,1.32,0.09,0.09,0.9,1.18,3.17,19.85,2.02,2.09,0.57
1991-06-30,1.42,0.92,5.73,51.85,11.44,7.16,0.54,0.21,0.01,0.01,0.21,0.43,1.17,6.88,0.7,0.4,0.03
1991-07-31,0.59,0.22,0.36,4.12,0.91,2.22,0.17,0.16,0.01,0.01,0.05,0.09,0.24,1.38,0.14,0.07,0.0
1991-08-31,0.26,0.13,0.03,1.23,0.27,0.0,0.0,0.12,0.01,0.01,0.02,0.0,0.0,0.41,0.03,0.01,0.0
1991-09-30,0.23,0.05,0.01,0.15,0.03,0.0,0.0,0.28,0.02,0.02,0.01,0.0,0.0,0.1,0.01,0.0,0.0
1991-10-31,0.29,0.23,0.22,2.1,0.46,0.37,0.03,0.69,0.05,0.05,0.05,0.09,0.23,0.74,0.09,0.1,0.15
1991-11-30,0.25,0.2,1.04,4.28,0.94,0.43,0.03,0.15,0.01,0.01,0.06,0.09,0.24,1.27,0.13,0.2,0.26
1991-12-31,0.42,0.47,0.54,4.7,1.04,0.43,0.03,1.07,0.07,0.07,0.1,0.12,0.32,2.02,0.21,0.38,0.39
1992-01-31,0.29,0.48,0.69,4.64,1.02,0.91,0.07,3.49,0.24,0.24,0.17,0.14,0.38,3.44,0.33,0.63,0.62
1992-02-29,2.32,3.71,2.57,16.01,3.53,3.77,0.28,36.76,2.57,2.57,1.98,0.62,1.68,36.02,3.24,6.48,4.74
1992-03-31,4.14,4.8,3.68,23.41,5.17,6.32,0.47,14.45,1.01,1.01,1.89,1.15,3.1,35.35,3.34,5.71,2.38
1992-04-30,2.71,2.48,9.53,68.41,15.1,5.24,0.39,2.82,0.2,0.2,0.6,0.82,2.21,16.41,1.61,1.28,0.28
1992-05-31,1.21,0.67,3.62,39.96,8.82,0.0,0.0,0.88,0.06,0.06,0.12,0.27,0.73,4.4,0.44,0.25,0.01
1992-06-30,0.64,0.27,0.31,5.42,1.2,0.39,0.03,0.26,0.02,0.02,0.03,0.03,0.08,0.93,0.09,0.04,0.0
1992-07-31,0.35,0.31,0.89,6.07,1.34,0.0,0.0,0.55,0.04,0.04,0.03,0.03,0.09,0.61,0.06,0.02,0.0
1992-08-31,0.21,0.06,0.02,0.51,0.11,0.0,0.0,0.76,0.05,0.05,0.0,0.0,0.0,0.03,0.0,0.0,0.0
1992-09-30,0.12,0.03,0.02,0.67,0.15,0.0,0.0,0.13,0.01,0.01,0.0,0.01,0.03,0.0,0.0,0.0,0.0
1992-10-31,0.3,0.2,0.08,1.75,0.39,0.0,0.0,0.03,0.0,0.0,0.02,0.05,0.13,0.09,0.02,0.04,0.05
1992-11-30,0.31,0.28,0.37,2.38,0.52,0.0,0.0,0.05,0.0,0.0,0.07,0.02,0.04,1.15,0.1,0.16,0.22
1992-12-31,0.73,2.04,0.66,5.47,1.21,4.09,0.31,7.86,0.55,0.55,0.59,0.51,1.37,11.39,1.11,2.31,2.63
1993-01-31,9.78,13.93,4.4,21.76,4.8,18.77,1.4,90.49,6.33,6.33,6.27,2.64,7.12,111.01,10.21,29.25,21.26
1993-02-28,8.18,11.9,1.49,14.44,3.19,15.08,1.13,44.47,3.11,3.11,5.38,1.67,4.52,83.99,7.68,22.6,11.99
1993-03-31,14.92,20.33,7.14,52.62,11.61,33.9,2.53,39.42,2.76,2.76,6.14,4.95,13.37,98.77,9.91,24.5,8.41
1993-04-30,9.75,13.9,10.2,66.74,14.73,25.66,1.92,19.16,1.34,1.34,3.22,6.53,17.62,46.93,5.97,9.95,2.64
1993-05-31,6.4,5.53,24.57,143.45,31.66,43.43,3.25,5.05,0.35,0.35,1.21,2.38,6.43,32.34,3.41,2.71,0.32
1993-06-30,3.86,2.8,13.75,105.5,23.28,21.67,1.62,3.71,0.26,0.26,0.58,1.11,2.99,18.42,1.86,1.36,0.06
1993-07-31,1.16,1.01,1.95,30.86,6.81,2.55,0.19,0.45,0.03,0.03,0.15,0.31,0.83,3.18,0.36,0.18,0.0
1993-08-31,0.76,0.45,0.08,3.62,0.8,0.85,0.06,0.3,0.02,0.02,0.08,0.12,0.33,0.98,0.12,0.05,0.0
1993-09-30,0.46,0.26,0.01,0.36,0.08,1.36,0.1,0.69,0.05,0.05,0.05,0.11,0.29,0.37,0.07,0.03,0.0
1993-10-31,0.62,0.46,0.02,0.95,0.21,0.95,0.07,1.29,0.09,0.09,0.05,0.14,0.39,0.85,0.11,0.1,0.16
1993-11-30,0.59,0.5,0.02,0.49,0.11,1.86,0.14,0.96,0.07,0.07,0.06,0.12,0.32,1.26,0.14,0.16,0.21
1993-12-31,0.61,0.87,0.27,2.43,0.54,1.2,0.09,2.4,0.17,0.17,0.23,0.2,0.53,4.54,0.44,0.52,0.64
1994-01-31,0.72,0.97,0.55,3.4,0.75,1.47,0.11,2.98,0.21,0.21,0.22,0.16,0.44,4.25,0.41,0.49,0.49
1994-02-28,1.43,2.04,0.8,4.45,0.98,3.66,0.27,12.98,0.91,0.91,0.73,0.36,0.98,14.17,1.31,1.61,1.38
1994-03-31,2.06,2.51,3.9,22.65,5.0,4.56,0.34,4.32,0.3,0.3,0.68,0.7,1.88,13.56,1.35,1.56,0.87
1994-04-30,1.65,1.83,6.42,48.67,10.74,4.13,0.31,3.34,0.23,0.23,0.48,0.47,1.26,9.06,0.91,0.81,0.34
1994-05-31,1.65,1.77,6.67,63.34,13.98,3.34,0.25,2.08,0.15,0.15,0.26,0.57,1.55,8.8,0.9,0.36,0.05
1994-06-30,0.6,0.43,0.91,19.0,4.19,0.87,0.07,1.31,0.09,0.09,0.04,0.04,0.11,1.59,0.14,0.06,0.0
1994-07-31,0.25,0.14,0.03,1.55,0.34,0.0,0.0,1.41,0.1,0.1,0.01,0.07,0.19,0.19,0.04,0.01,0.0
1994-08-31,0.31,0.08,0.01,0.77,0.17,0.0,0.0,0.42,0.03,0.03,0.01,0.09,0.24,0.0,0.02,0.01,0.0
1994-09-30,0.28,0.07,0.01,0.0,0.0,0.0,0.0,1.19,0.08,0.08,0.0,0.02,0.07,0.0,0.0,0.0,0.0
1994-10-31,0.25,0.28,0.02,0.74,0.16,0.0,0.0,0.1,0.01,0.01,0.03,0.04,0.11,0.29,0.04,0.06,0.08
1994-11-30,0.83,0.78,1.05,6.78,1.5,2.56,0.19,0.32,0.02,0.02,0.26,0.3,0.81,3.23,0.37,0.6,0.81
1994-12-31,0.93,1.45,1.19,8.24,1.82,3.69,0.28,4.05,0.28,0.28,0.68,0.63,1.69,13.22,1.3,2.67,3.17
1995-01-31,14.91,22.55,3.78,36.36,8.02,27.89,2.08,106.96,7.49,7.49,9.9,5.05,13.64,169.18,15.9,47.03,34.63
1995-02-28,6.99,7.36,3.73,27.23,6.01,17.13,1.28,13.36,0.94,0.94,2.93,1.87,5.04,48.59,4.7,14.43,9.18
1995-03-31,30.1,39.48,8.28,63.68,14.05,57.31,4.28,143.03,10.01,10.01,14.65,6.27,16.93,238.24,22.2,64.7,28.14
1995-04-30,18.26,21.48,10.98,59.03,13.03,43.62,3.26,27.65,1.94,1.94,6.59,4.99,13.48,96.68,9.79,21.87,6.6
1995-05-31,22.11,28.38,22.53,129.74,28.63,60.66,4.53,42.37,2.97,2.97,5.23,5.85,15.81,119.27,11.75,15.08,3.25
1995-06-30,6.25,6.91,26.12,158.99,35.09,64.67,4.83,11.46,0.8,0.8,1.33,2.01,5.44,42.62,4.13,3.24,0.21
1995-07-31,1.73,2.77,12.14,116.16,25.64,25.38,1.9,3.68,0.26,0.26,0.47,0.62,1.67,13.08,1.27,0.85,0.03
1995-08-31,1.19,1.43,0.69,17.95,3.96,3.57,0.27,0.35,0.02,0.02,0.19,0.25,0.66,3.05,0.33,0.13,0.0
1995-09-30,0.76,0.86,0.03,1.01,0.22,1.37,0.1,2.31,0.16,0.16,0.11,0.08,0.2,1.55,0.16,0.06,0.0
1995-10-31,0.72,0.75,0.01,0.38,0.08,1.27,0.09,1.91,0.13,0.13,0.1,0.07,0.19,1.46,0.15,0.23,0.31
1995-11-30,0.8,0.72,0.01,1.65,0.37,0.0,0.0,3.22,0.23,0.23,0.1,0.12,0.34,1.65,0.18,0.29,0.38
1995-12-31,1.84,1.95,1.92,12.98,2.87,6.54,0.49,6.86,0.48,0.48,0.45,0.39,1.06,9.05,0.88,1.95,2.12
1996-01-31,5.12,5.97,2.05,18.13,4.0,8.9,0.67,41.11,2.88,2.88,2.71,1.27,3.43,45.87,4.28,11.75,9.72
1996-02-29,14.39,19.16,9.19,58.44,12.9,35.66,2.66,78.1,5.47,5.47,6.71,3.54,9.56,105.6,10.08,29.47,17.52
1996-03-31,13.99,16.56,4.96,40.23,8.88,32.92,2.46,39.71,2.78,2.78,5.4,4.14,11.18,90.26,8.92,23.53,9.19
1996-04-30,10.91,12.19,10.63,66.22,14.61,34.22,2.56,18.58,1.3,1.3,3.53,2.87,7.75,52.53,5.36,11.06,3.28
1996-05-31,7.16,6.92,20.13,137.55,30.36,59.24,4.43,10.1,0.71,0.71,1.82,3.18,8.58,49.62,5.08,4.54,0.67
1996-06-30,3.03,3.22,6.31,73.07,16.13,14.77,1.1,4.82,0.34,0.34,0.43,0.92,2.48,13.76,1.41,1.05,0.04
1996-07-31,1.59,1.56,0.37,11.62,2.56,4.58,0.34,3.0,0.21,0.21,0.19,0.58,1.57,4.49,0.55,0.39,0.02
1996-08-31,0.81,0.77,0.03,0.02,0.0,1.86,0.14,2.2,0.15,0.15,0.1,0.36,0.98,1.69,0.25,0.12,0.0
1996-09-30,0.57,0.53,0.01,0.0,0.0,0.48,0.04,1.23,0.09,0.09,0.13,0.25,0.68,1.35,0.19,0.08,0.0
1996-10-31,0.81,0.69,0.02,0.0,0.0,1.7,0.13,0.67,0.05,0.05,0.12,0.0,0.0,2.03,0.17,0.28,0.38
1996-11-30,2.26,2.24,4.41,17.17,3.79,8.58,0.64,7.06,0.49,0.49,0.7,1.28,3.45,10.52,1.28,2.53,3.05
1996-12-31,15.22,21.02,8.87,41.34,9.12,42.11,3.15,106.88,7.48,7.48,8.55,4.06,10.97,147.2,13.73,40.24,29.93
1997-01-31,41.83,55.78,17.97,114.78,25.33,150.07,11.22,190.88,13.36,13.36,23.23,12.28,33.17,371.02,35.35,95.8,41.5
1997-02-28,9.54,14.57,2.7,20.03,4.42,31.65,2.37,24.03,1.68,1.68,2.38,2.48,6.69,61.21,5.85,7.01,1.4
1997-03-31,6.11,7.27,6.94,30.5,6.73,25.3,1.89,10.07,0.7,0.7,1.08,1.24,3.34,31.3,2.97,2.45,0.3
1997-04-30,3.96,4.43,10.58,66.5,14.68,24.59,1.84,6.12,0.43,0.43,0.72,1.11,3.0,22.51,2.2,1.72,0.12
1997-05-31,2.68,2.83,13.2,105.88,23.37,25.8,1.93,3.68,0.26,0.26,0.43,0.8,2.17,13.99,1.4,1.07,0.04
1997-06-30,2.01,1.51,4.06,41.58,9.18,11.31,0.85,1.79,0.13,0.13,0.24,0.57,1.54,6.14,0.68,0.49,0.02
1997-07-31,1.0,0.76,0.15,4.96,1.09,2.93,0.22,1.05,0.07,0.07,0.15,0.46,1.25,2.75,0.37,0.19,0.0
1997-08-31,0.65,0.48,0.02,0.51,0.11,1.78,0.13,0.47,0.03,0.03,0.14,0.35,0.95,1.41,0.23,0.09,0.0
1997-09-30,0.71,0.5,0.01,0.46,0.1,0.94,0.07,0.29,0.02,0.02,0.11,0.25,0.68,0.98,0.16,0.07,0.0
1997-10-31,0.82,0.85,0.02,0.45,0.1,1.98,0.15,0.74,0.05,0.05,0.19,0.24,0.65,2.25,0.27,0.43,0.58
1997-11-30,1.14,1.18,0.18,1.73,0.38,0.0,0.0,2.71,0.19,0.19,0.28,0.32,0.86,4.83,0.51,0.93,1.16
1997-12-31,1.46,1.75,0.58,3.57,0.79,0.0,0.0,4.32,0.3,0.3,0.45,0.34,0.93,9.16,0.87,1.84,2.17
1998-01-31,7.19,10.95,3.41,18.73,4.13,3.2,0.24,73.63,5.15,5.15,5.29,1.61,4.33,92.1,8.31,23.84,19.33
1998-02-28,17.21,25.75,1.78,19.96,4.4,18.43,1.38,174.56,12.22,12.22,11.29,2.93,7.91,187.13,16.82,51.41,30.16
1998-03-31,16.82,21.63,7.08,48.53,10.71,30.53,2.28,57.32,4.01,4.01,7.06,4.99,13.48,120.39,11.73,33.33,13.47
1998-04-30,15.2,20.35,7.3,45.78,10.1,29.47,2.2,59.91,4.19,4.19,6.39,3.71,10.01,99.33,9.6,22.3,7.03
1998-05-31,16.23,19.17,12.65,83.06,18.33,37.43,2.8,31.5,2.2,2.2,4.49,4.38,11.84,92.14,9.07,13.73,3.35
