,I_DCC010,I_FRMDW,I_MFA036,I_RUB047,I_LRB004,I_HHOLE,I_LOONL,I_SFR006,I_GERLE,I_STMPY,I_PLC007,I_NLC003,I_SLC003,I_LNG012,I_RUB002,I_NMA003,I_MFA025,I_MFA023,I_MFA001,I_ALOHA,I_PYR001,I_CAPLS,I_SILVR,I_LKVLY,I_NNA013,I_NFA054,I_CYN009,I_NFA022,I_NFA016,I_SFA066,I_SFA076,I_SLF009,I_ALD004,I_ALD002,I_PLM001,I_UNVLY,I_ICEHS,I_SLV006,I_SLV015,I_BSH003,I_SFA040,I_RCK001,I_SFA030,I_WBR001,I_FOLSM,I_ECHOL
1998-04-30,4.55,19.31,12.46,10.22,1.74,32.73,4.58,8.03,11.99,6.1,2.42,1.73,3.11,3.24,0,68.68,12.36,2.13,12.64,1.15,1.84,2.2,3.75,1.2,1.23,76.67,0.52,47.53,3.37,18.93,11.11,12.69,8.24,1.48,2.36,35.3,9.2,10.21,14.33,3.22,16.87,14.36,18.2,12.45,23.62,1.16
1998-05-31,9.63,36.93,14.25,22.06,4.76,48.98,9.03,12.87,19.22,6.06,2.4,2.45,4.53,2.0,0,49.87,24.6,4.24,17.08,2.3,3.69,6.23,7.28,2.07,2.13,90.36,0.61,54.69,3.87,32.72,19.2,21.94,9.5,1.7,2.34,51.47,16.63,9.93,13.94,3.14,17.19,10.7,15.35,6.54,0.0,2.71
1998-06-30,14.66,49.14,5.25,45.37,8.9,99.7,9.57,12.52,18.7,3.29,1.3,1.34,3.21,2.67,0,34.22,0.0,0.0,17.47,5.75,9.22,16.59,19.43,1.42,1.46,87.92,0.6,54.41,3.85,51.86,30.44,34.77,8.61,1.54,0.95,72.23,33.08,7.9,11.09,2.49,15.86,6.47,0.0,2.83,0.0,6.7
1998-07-31,2.27,14.66,1.81,23.78,4.87,34.48,1.8,2.07,3.09,1.58,0.63,0.27,0.49,0.78,0,9.55,0.0,0.0,3.04,3.98,6.39,10.63,9.04,0.43,0.45,22.13,0.15,13.55,0.96,20.55,12.06,13.78,1.63,0.29,0.17,24.72,13.74,3.66,5.14,1.16,4.87,4.0,11.7,0.49,0.0,4.4
1998-08-31,0.19,2.47,0.93,2.95,0.0,2.16,0.23,0.1,0.15,0.88,0.35,0.03,0.06,0.17,0,2.92,4.83,0.83,1.28,0.69,1.11,1.67,0.04,0.0,0.0,5.06,0.03,3.3,0.23,2.74,1.61,1.84,0.15,0.03,0.03,2.28,2.0,0.91,1.28,0.29,6.27,2.0,6.62,0.14,0.0,0.95
1998-09-30,0.14,1.76,0.61,1.89,0.0,1.53,0.39,0.15,0.22,0.54,0.21,0.03,0.05,0.12,0,3.24,3.83,0.66,1.02,0.35,0.56,0.83,0.28,0.09,0.1,3.45,0.02,2.07,0.15,1.93,1.13,1.29,0.13,0.02,0.11,1.33,1.08,1.71,2.4,0.54,2.04,1.53,5.52,0.3,0.0,0.63
1998-10-31,0.12,0.24,0.59,1.74,0.39,0.0,0.0,0.09,0.13,0.82,0.32,0.02,0.04,0.06,0,2.01,1.24,0.21,0.49,0.29,0.46,0.58,0.12,0.19,0.19,3.24,0.02,1.74,0.12,0.89,0.52,0.6,0.11,0.02,0.03,1.56,0.63,0.48,0.67,0.15,4.03,1.52,2.34,0.29,0.0,0.53
1998-11-30,0.79,3.15,1.33,2.92,0.58,8.49,1.91,0.88,1.31,1.13,0.45,0.13,0.23,0.55,0,5.46,4.37,0.75,2.07,0.46,0.74,0.54,0.32,0.32,0.33,11.44,0.08,6.8,0.48,1.83,1.07,1.23,0.46,0.08,0.15,4.02,1.57,1.15,1.61,0.36,7.63,2.21,3.6,2.18,0.0,0.52
1998-12-31,1.53,5.42,2.89,4.09,1.34,8.36,0.92,1.8,2.69,1.16,0.46,0.27,0.49,1.04,0,10.53,8.94,1.54,3.21,0.54,0.87,0.69,1.03,0.77,0.79,24.1,0.16,14.15,1.0,2.93,1.72,1.96,1.15,0.21,0.6,7.05,2.3,2.25,3.16,0.71,7.49,3.21,5.67,4.93,4.23,0.58
1999-01-31,3.44,12.66,8.19,4.98,0.8,14.55,2.94,4.38,6.54,4.53,1.8,0.88,1.33,2.58,0,22.96,34.47,5.94,7.98,0.61,0.97,0.87,0.86,1.18,1.22,56.8,0.39,34.61,2.45,4.82,2.83,3.23,2.25,0.4,1.32,11.29,3.23,4.09,5.74,1.29,32.75,10.21,0.73,15.68,31.35,0.65
1999-02-28,2.49,13.74,14.94,5.87,0.63,15.05,0.44,4.97,7.42,10.2,4.05,1.42,2.57,4.89,0,38.4,66.64,11.48,12.31,0.72,1.16,1.0,0.78,1.27,1.3,98.83,0.67,61.83,4.38,7.84,4.6,5.26,4.07,0.73,2.13,18.61,4.31,8.04,11.29,2.54,64.57,23.19,17.16,31.82,58.09,0.7
1999-03-31,2.8,14.1,11.53,5.6,0.55,15.79,2.08,5.44,8.13,5.11,2.03,1.31,2.39,2.27,0,38.09,34.23,5.9,9.44,0.66,1.06,0.96,1.04,1.37,1.41,62.59,0.43,38.01,2.69,9.36,5.49,6.28,4.55,0.82,1.58,19.81,4.67,7.02,9.85,2.22,32.38,11.59,14.68,13.87,14.42,0.68
1999-04-30,4.59,20.18,9.19,10.29,2.19,28.63,5.13,7.56,11.29,3.59,1.42,1.41,2.51,1.71,0,46.79,10.94,1.89,10.15,1.09,1.74,2.53,3.67,1.85,1.9,54.97,0.37,32.07,2.27,17.26,10.13,11.57,6.32,1.13,1.8,30.0,8.38,6.78,9.52,2.14,13.71,8.47,12.54,6.49,0.0,1.29
1999-05-31,12.71,42.92,4.8,32.74,7.64,77.12,11.39,11.49,17.16,2.58,1.02,1.44,3.2,2.51,0,41.24,1.19,0.21,16.28,3.93,6.3,10.74,15.88,2.45,2.51,78.78,0.54,46.36,3.28,39.81,23.36,26.69,8.92,1.6,1.42,62.07,25.88,7.48,10.5,2.36,0.0,5.09,8.06,2.88,0.0,4.45
1999-06-30,4.94,22.87,2.76,28.52,9.46,50.01,3.51,3.9,5.83,1.38,0.55,0.4,0.73,1.37,0,11.56,0.86,0.15,8.93,4.21,6.75,11.7,10.56,0.92,0.95,38.73,0.26,23.37,1.65,27.02,15.86,18.11,2.67,0.48,0.27,34.68,16.05,4.03,5.66,1.27,0.0,3.17,4.56,0.67,0.0,4.82
1999-07-31,0.38,5.11,1.06,6.91,2.96,9.74,0.63,0.53,0.79,0.85,0.34,0.06,0.1,0.27,0,2.95,2.54,0.44,2.14,1.29,2.07,3.61,0.72,0.03,0.03,8.16,0.06,5.26,0.37,5.4,3.17,3.62,0.27,0.05,0.04,5.1,3.37,1.48,2.08,0.47,3.27,2.16,6.88,0.14,0.0,1.7
1999-08-31,0.12,1.63,0.57,1.6,0.23,1.03,0.46,0.01,0.01,0.6,0.24,0.02,0.04,0.09,0,2.41,2.25,0.39,0.7,0.41,0.65,0.99,0.0,0.04,0.04,3.29,0.02,2.06,0.15,1.59,0.93,1.07,0.09,0.02,0.02,1.22,0.82,0.96,1.35,0.3,2.81,2.41,9.24,0.1,0.0,0.69
1999-09-30,0.06,0.54,0.43,0.93,0.12,0.0,0.0,0.04,0.06,0.41,0.16,0.01,0.02,0.08,0,1.54,2.75,0.47,0.46,0.15,0.23,0.32,0.0,0.0,0.0,1.99,0.01,1.3,0.09,0.99,0.58,0.66,0.06,0.01,0.07,0.64,0.34,0.92,1.29,0.29,1.77,1.32,7.0,0.18,0.0,0.43
1999-10-31,0.1,1.02,0.42,1.52,0.0,0.05,0.0,0.04,0.06,0.74,0.29,0.02,0.03,0.06,0,1.6,0.83,0.14,0.42,0.26,0.41,0.52,0.09,0.11,0.11,2.37,0.02,1.32,0.09,0.71,0.42,0.48,0.09,0.02,0.02,1.39,0.49,0.38,0.53,0.12,5.97,1.4,3.81,0.24,0.0,0.51
1999-11-30,0.23,1.15,0.59,1.33,0.92,2.49,0.0,0.19,0.28,0.71,0.28,0.05,0.1,0.18,0,2.3,2.77,0.48,0.84,0.22,0.35,0.23,0.15,0.19,0.2,4.08,0.03,2.26,0.16,0.78,0.46,0.52,0.19,0.03,0.06,1.78,0.97,0.4,0.56,0.13,4.24,1.67,2.77,0.8,1.39,0.4
1999-12-31,0.25,0.64,0.62,1.1,0.33,1.49,0.0,0.23,0.34,0.71,0.28,0.05,0.09,0.32,0,2.07,5.45,0.94,0.89,0.17,0.28,0.18,0.05,0.12,0.12,4.2,0.03,2.49,0.18,0.7,0.41,0.47,0.16,0.03,0.07,1.48,0.79,0.34,0.48,0.11,5.69,1.91,2.32,1.0,0.0,0.38
2000-01-31,2.88,9.74,4.57,4.86,2.09,18.4,4.25,4.52,6.75,3.04,1.21,0.36,0.65,2.99,0,15.22,22.2,3.83,6.45,0.64,1.02,0.86,0.75,1.31,1.34,38.06,0.26,22.16,1.57,3.82,2.24,2.56,1.42,0.26,0.77,8.91,2.91,2.7,3.79,0.85,33.33,6.7,6.42,11.22,38.57,0.64
2000-02-29,3.58,15.19,10.39,5.92,1.37,21.59,3.01,5.86,8.75,6.33,2.51,0.78,1.8,5.93,0,32.97,48.51,8.36,10.97,0.74,1.19,1.02,0.22,1.47,1.51,93.02,0.63,57.63,4.08,7.24,4.25,4.85,3.44,0.62,1.89,17.07,4.09,6.91,9.7,2.18,43.18,19.57,17.17,29.04,130.18,0.7
2000-03-31,2.81,13.76,9.78,6.39,0.78,20.81,1.27,5.63,8.41,4.2,1.67,1.13,2.15,2.51,0,40.05,23.37,4.03,8.92,0.76,1.22,1.16,2.89,1.15,1.18,60.51,0.41,37.09,2.63,9.96,5.85,6.68,4.59,0.82,1.45,21.45,5.0,6.62,9.29,2.09,18.29,9.23,11.97,10.88,40.47,0.76
2000-04-30,7.78,28.07,7.36,15.81,4.52,42.63,7.59,8.46,12.64,2.42,0.96,1.25,2.35,1.91,0,36.23,2.31,0.4,10.96,1.72,2.76,4.61,7.21,2.21,2.27,55.23,0.38,31.5,2.23,20.85,12.24,13.98,5.89,1.06,1.5,35.83,12.9,5.63,7.9,1.78,0.0,3.77,5.32,3.93,0.0,2.09
2000-05-31,6.9,27.8,4.92,27.48,6.38,55.35,5.46,5.85,8.74,1.65,0.66,0.6,1.54,2.1,0,17.58,5.42,0.93,10.77,3.69,5.92,10.36,11.43,1.2,1.23,51.81,0.35,31.34,2.22,27.79,16.31,18.63,4.21,0.75,0.46,40.74,18.5,3.59,5.04,1.13,4.64,4.43,8.34,1.52,0.0,4.3
2000-06-30,0.73,8.3,1.74,12.75,2.51,13.91,0.65,1.11,1.66,0.99,0.39,0.12,0.22,0.58,0,4.44,3.63,0.63,3.26,2.2,3.53,5.82,3.9,0.21,0.22,12.96,0.09,8.02,0.57,10.03,5.89,6.72,0.73,0.13,0.08,12.58,6.32,1.72,2.41,0.54,0.39,2.09,6.32,0.26,0.0,2.55
2000-07-31,0.14,1.33,0.76,2.28,0.0,0.86,0.33,0.0,0.0,0.65,0.26,0.02,0.04,0.17,0,1.54,3.03,0.52,0.72,0.54,0.86,1.28,0.0,0.01,0.01,3.87,0.03,2.5,0.18,1.78,1.04,1.19,0.09,0.02,0.01,1.63,0.99,0.61,0.86,0.19,4.77,1.45,4.26,0.08,0.0,0.8
2000-08-31,0.05,0.63,0.36,0.6,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.06,0,0.84,1.6,0.28,0.27,0.15,0.24,0.37,0.0,0.04,0.04,2.17,0.01,1.34,0.09,0.55,0.32,0.37,0.03,0.01,0.01,0.39,0.36,0.42,0.59,0.13,3.9,1.06,2.34,0.04,0.0,0.45
2000-09-30,0.07,0.08,0.38,0.71,0.0,0.56,0.21,0.17,0.25,0.84,0.33,0.01,0.02,0.08,0,1.08,4.12,0.71,0.58,0.11,0.18,0.25,0.0,0.0,0.0,2.14,0.01,1.4,0.1,0.71,0.42,0.48,0.04,0.01,0.05,0.47,0.94,0.4,0.56,0.13,6.05,1.11,3.73,0.15,0.0,0.41
2000-10-31,0.12,0.08,0.51,1.16,0.36,0.99,0.0,0.15,0.22,0.93,0.37,0.01,0.02,0.1,0,0.96,0.0,0.0,0.0,0.22,0.35,0.36,0.0,0.09,0.09,3.15,0.02,1.87,0.13,0.43,0.25,0.29,0.06,0.01,0.01,0.0,0.0,0.67,0.94,0.21,0.0,1.72,0.0,0.15,0.0,0.45
2000-11-30,0.18,0.0,0.0,1.19,0.15,1.6,0.28,0.24,0.36,0.58,0.23,0.03,0.06,0.12,0,1.53,3.42,0.59,0.66,0.2,0.32,0.21,0.0,0.0,0.0,3.6,0.02,2.36,0.17,0.59,0.35,0.4,0.1,0.02,0.05,2.95,0.68,0.0,0.0,0.0,6.0,1.44,3.79,0.21,0.0,0.39
2000-12-31,0.27,0.82,0.75,1.19,0.07,1.23,0.7,0.39,0.58,0.84,0.33,0.04,0.08,0.23,0,1.91,5.07,0.87,0.97,0.17,0.27,0.21,0.11,0.08,0.08,5.75,0.04,3.59,0.25,0.69,0.4,0.46,0.19,0.03,0.09,3.93,0.94,0.0,0.0,0.0,5.59,1.78,5.31,0.45,0.0,0.39
2001-01-31,0.28,1.11,0.68,1.15,0.16,1.49,0.41,0.33,0.49,0.78,0.31,0.06,0.11,0.43,0,3.15,3.48,0.6,0.93,0.16,0.26,0.22,0.14,0.15,0.16,5.73,0.04,3.42,0.24,0.77,0.45,0.52,0.21,0.04,0.12,2.65,0.78,0.13,0.18,0.04,6.32,2.46,2.95,0.79,8.26,0.4
2001-02-28,0.34,1.51,1.5,1.4,0.23,2.65,0.61,0.54,0.81,0.72,0.29,0.09,0.16,0.89,0,4.56,8.29,1.43,1.64,0.19,0.3,0.25,0.32,0.01,0.01,13.84,0.09,9.0,0.64,1.07,0.63,0.72,0.4,0.07,0.25,3.29,0.89,0.7,0.98,0.22,7.33,4.69,5.07,1.89,24.46,0.41
2001-03-31,2.43,9.85,5.31,5.04,1.95,18.66,1.89,4.16,6.21,1.64,0.65,0.67,0.87,0.95,0,21.3,10.91,1.88,5.77,0.67,1.07,0.93,2.0,0.92,0.94,35.47,0.24,21.25,1.5,5.46,3.2,3.66,1.99,0.36,0.76,14.43,3.24,3.7,5.19,1.17,7.05,3.89,5.16,3.93,0.78,0.67
2001-04-30,3.55,14.51,5.48,8.78,3.02,22.21,2.41,5.25,7.84,2.04,0.81,0.77,1.37,0.76,0,15.89,11.49,1.98,6.59,1.04,1.68,2.6,3.97,1.34,1.38,34.73,0.24,19.91,1.41,9.31,5.46,6.24,1.99,0.36,0.52,18.98,5.86,1.51,2.12,0.48,14.87,3.33,4.42,1.51,0.0,1.31
2001-05-31,4.71,15.88,3.25,20.13,5.88,26.3,1.52,3.6,5.38,0.8,0.32,0.27,0.74,0.92,0,7.99,7.48,1.29,6.45,3.11,4.99,8.2,8.37,1.33,1.36,31.59,0.21,17.89,1.27,14.36,8.43,9.63,1.56,0.28,0.17,20.97,9.8,2.44,3.43,0.77,1.89,1.68,4.63,0.33,0.0,3.47
2001-06-30,0.27,1.75,0.67,3.25,0.72,0.0,0.19,0.23,0.34,0.32,0.13,0.01,0.03,0.11,0,0.84,4.03,0.69,0.86,0.64,1.03,1.72,0.05,0.07,0.07,4.59,0.03,2.86,0.2,1.83,1.07,1.23,0.07,0.01,0.01,1.95,1.21,0.41,0.58,0.13,2.44,0.98,1.92,0.02,0.0,0.97
2001-07-31,0.06,0.57,0.22,0.79,0.12,0.0,0.33,0.02,0.03,0.23,0.09,0.0,0.01,0.05,0,0.57,1.91,0.33,0.34,0.22,0.35,0.5,0.0,0.02,0.02,1.93,0.01,1.23,0.09,0.46,0.27,0.31,0.02,0.0,0.0,1.25,0.46,0.0,0.0,0.0,2.92,0.66,2.42,0.01,0.79,0.5
2001-08-31,0.03,0.1,0.07,0.27,0.08,0.0,0.25,0.02,0.03,0.13,0.05,0.0,0.0,0.01,0,0.28,1.67,0.29,0.21,0.07,0.11,0.15,0.0,0.0,0.0,1.19,0.01,0.77,0.05,0.18,0.11,0.12,0.01,0.0,0.0,0.8,0.26,0.0,0.0,0.0,0.82,0.45,0.95,0.0,0.0,0.37
2001-09-30,0.03,0.0,0.0,0.29,0.07,0.0,0.09,0.0,0.0,0.23,0.09,0.0,0.0,0.03,0,0.3,2.01,0.35,0.22,0.04,0.07,0.1,0.0,0.0,0.0,0.98,0.01,0.64,0.05,0.23,0.13,0.15,0.01,0.0,0.01,0.5,0.08,0.09,0.13,0.03,3.03,0.41,1.21,0.02,0.0,0.35
2001-10-31,0.05,0.34,0.0,0.49,0.08,0.0,0.25,0.1,0.15,0.0,0.0,0.01,0.01,0.0,0,0.49,0.35,0.06,0.15,0.08,0.13,0.17,0.0,0.01,0.01,1.23,0.01,0.78,0.06,0.23,0.13,0.15,0.03,0.0,0.01,0.37,0.16,0.13,0.18,0.04,1.11,0.57,0.0,0.02,0.0,0.38
2001-11-30,0.59,2.22,1.09,2.48,1.16,7.03,1.53,0.15,0.22,0.77,0.3,0.07,0.13,0.29,0,3.59,1.26,0.22,1.38,0.41,0.67,0.58,0.52,0.28,0.29,6.99,0.05,3.99,0.28,1.17,0.69,0.78,0.27,0.05,0.08,2.96,1.42,0.65,0.91,0.21,5.55,1.36,0.39,1.03,0.0,0.53
2001-12-31,1.08,3.51,3.57,3.08,0.82,9.52,2.48,1.4,2.09,1.5,0.6,0.17,0.31,1.72,0,7.09,16.14,2.78,3.47,0.43,0.68,0.53,0.75,0.75,0.77,27.2,0.19,16.2,1.15,1.98,1.16,1.33,0.71,0.13,0.36,5.01,1.93,1.35,1.9,0.43,13.09,5.32,4.99,5.3,21.24,0.52
2002-01-31,1.96,6.78,6.41,4.04,1.24,14.18,2.87,2.46,3.67,1.71,0.68,0.56,0.82,1.4,0,17.51,13.99,2.41,4.96,0.52,0.83,0.72,0.94,0.88,0.91,33.89,0.23,20.29,1.44,3.66,2.15,2.45,1.67,0.3,1.05,9.26,2.65,3.14,4.41,0.99,10.05,4.86,5.91,8.64,15.64,0.59
2002-02-28,1.86,7.81,6.63,3.11,0.54,12.33,2.45,2.76,4.12,1.98,0.79,0.76,1.13,0.75,0,17.81,14.38,2.48,4.9,0.39,0.63,0.54,0.75,0.93,0.96,31.07,0.21,18.36,1.3,3.69,2.17,2.47,1.81,0.32,0.85,9.47,2.42,3.76,5.28,1.19,8.68,5.55,9.19,7.94,12.95,0.52
2002-03-31,2.83,13.05,10.11,4.77,0.73,16.66,2.95,4.77,7.13,3.17,1.26,1.16,1.97,1.42,0,28.3,24.92,4.29,7.78,0.58,0.93,0.86,1.32,1.16,1.19,52.21,0.36,31.67,2.24,7.43,4.36,4.98,3.28,0.59,1.03,15.87,3.77,4.86,6.82,1.53,19.56,8.4,7.68,11.19,28.16,0.64
2002-04-30,8.32,29.44,9.74,15.38,3.93,42.56,6.08,8.81,13.16,2.37,0.94,1.52,2.8,1.04,0,35.03,6.82,1.18,11.34,1.7,2.72,4.51,6.92,1.99,2.04,57.36,0.39,33.34,2.36,19.74,11.59,13.23,5.34,0.96,1.35,34.27,12.53,4.99,7.01,1.58,2.4,3.52,4.76,4.27,0.0,2.05
2002-05-31,7.63,26.41,4.65,22.09,4.77,45.92,4.73,5.72,8.54,1.15,0.46,0.45,1.41,1.51,0,13.69,5.16,0.89,9.31,2.97,4.77,8.34,9.69,1.86,1.91,45.35,0.31,25.78,1.83,21.37,12.54,14.33,3.23,0.58,0.36,32.44,14.87,2.51,3.52,0.79,4.23,2.33,5.04,1.12,0.0,3.52
2002-06-30,1.57,10.62,1.88,12.76,3.69,20.2,0.89,1.37,2.05,0.68,0.27,0.12,0.21,0.52,0,4.18,1.91,0.33,3.79,2.24,3.6,5.84,4.11,0.32,0.33,16.52,0.11,10.12,0.72,9.53,5.59,6.39,0.69,0.12,0.07,12.46,6.36,1.5,2.11,0.47,1.18,1.28,3.56,0.22,1.34,2.56
2002-07-31,0.18,1.75,0.93,2.21,0.0,1.51,0.6,0.13,0.19,0.36,0.14,0.02,0.03,0.07,0,1.62,0.65,0.11,0.64,0.54,0.86,1.27,0.0,0.03,0.03,3.67,0.02,2.34,0.17,1.68,0.99,1.13,0.08,0.01,0.02,1.54,1.03,0.67,0.94,0.21,2.17,0.82,1.59,0.05,0.64,0.8
2002-08-31,0.07,0.53,0.59,0.51,0.11,0.14,0.09,0.09,0.13,0.32,0.13,0.01,0.01,0.03,0,0.72,0.97,0.17,0.28,0.11,0.18,0.25,0.0,0.0,0.0,1.87,0.01,1.22,0.09,0.45,0.26,0.3,0.03,0.0,0.01,0.31,0.17,0.39,0.55,0.12,2.08,0.68,2.12,0.05,0.47,0.41
2002-09-30,0.05,0.48,0.46,0.36,0.1,0.0,0.02,0.0,0.0,0.19,0.07,0.0,0.01,0.02,0,0.52,0.84,0.14,0.21,0.05,0.08,0.12,0.0,0.0,0.0,1.21,0.01,0.78,0.06,0.36,0.21,0.24,0.02,0.0,0.03,0.25,0.32,0.27,0.38,0.09,1.16,0.57,2.87,0.05,0.0,0.36
2002-10-31,0.05,0.0,0.42,0.33,0.08,0.0,0.03,0.02,0.03,0.55,0.22,0.0,0.01,0.0,0,0.35,0.0,0.0,0.0,0.06,0.09,0.11,0.0,0.05,0.05,1.22,0.01,0.69,0.05,0.16,0.09,0.11,0.02,0.0,0.0,0.26,0.19,0.06,0.08,0.02,4.24,0.58,1.13,0.0,0.0,0.35
2002-11-30,1.02,3.05,2.17,3.07,0.66,7.08,1.42,0.4,0.6,0.69,0.27,0.09,0.17,0.32,0,4.59,1.27,0.22,1.66,0.51,0.81,0.73,0.84,0.38,0.39,8.5,0.06,4.77,0.34,1.42,0.83,0.95,0.34,0.06,0.11,3.65,1.92,0.8,1.12,0.25,6.22,1.11,1.95,1.29,0.0,0.59
2002-12-31,2.3,7.03,5.53,2.54,1.4,12.87,3.62,1.3,1.94,1.74,0.69,0.33,0.23,1.83,0,5.04,15.88,2.74,4.47,0.35,0.56,0.42,0.68,1.04,1.07,33.48,0.23,19.7,1.39,1.56,0.92,1.05,0.58,0.1,0.3,4.0,3.01,0.56,0.79,0.18,15.17,3.9,4.4,6.06,12.43,0.47
2003-01-31,3.81,13.11,10.42,4.32,1.49,21.5,2.39,3.82,5.71,1.74,0.69,1.29,1.25,0.46,0,17.77,15.9,2.74,6.96,0.54,0.87,0.77,1.1,1.39,1.43,43.89,0.3,25.78,1.83,3.7,2.17,2.48,1.66,0.3,0.95,9.24,3.1,2.97,4.17,0.94,13.4,2.66,3.44,9.68,0.0,0.61
2003-02-28,2.43,9.02,6.1,3.31,0.49,11.74,1.79,2.7,4.03,1.28,0.51,0.64,1.02,0.32,0,19.14,2.59,0.45,4.12,0.44,0.71,0.57,0.88,0.89,0.91,24.91,0.17,14.44,1.02,3.77,2.21,2.53,1.95,0.35,1.14,9.76,2.86,3.77,5.29,1.19,2.86,1.86,2.58,6.39,0.0,0.53
2003-03-31,4.43,16.33,6.9,5.22,1.58,24.48,3.7,5.45,8.14,1.86,0.74,0.98,1.54,0.81,0,32.66,0.0,0.0,5.15,0.62,0.99,0.91,2.15,1.65,1.7,41.95,0.29,23.98,1.7,7.47,4.38,5.01,3.69,0.66,1.32,17.64,5.49,5.72,8.03,1.81,0.95,2.98,3.07,10.66,0.0,0.66
2003-04-30,3.43,16.49,10.37,7.09,1.71,25.09,3.5,5.55,8.29,4.68,1.86,1.24,2.06,2.2,0,30.71,23.03,3.97,9.74,0.76,1.23,1.76,2.78,1.27,1.3,59.24,0.4,36.04,2.55,11.22,6.59,7.52,3.93,0.7,1.1,20.21,6.53,3.97,5.57,1.25,32.32,8.33,7.86,9.89,21.27,0.99
2003-05-31,10.19,34.23,12.98,26.55,5.81,59.28,5.99,9.92,14.82,4.49,1.78,1.83,3.33,2.04,0,31.22,27.1,4.67,16.16,3.3,5.29,8.81,12.85,1.23,1.27,85.78,0.58,53.4,3.78,30.08,17.65,20.17,6.5,1.16,1.07,48.79,19.3,5.59,7.85,1.77,26.32,5.9,4.28,3.84,0.0,3.7
2003-06-30,2.85,15.48,2.92,22.56,6.96,33.85,0.4,2.45,3.66,1.08,0.43,0.25,0.46,0.89,0,7.75,0.05,0.01,6.13,3.44,5.52,9.75,8.87,0.51,0.52,29.99,0.2,18.52,1.31,18.57,10.9,12.45,1.61,0.29,0.17,24.74,11.74,2.78,3.9,0.88,4.74,1.71,0.0,0.41,0.0,4.06
2003-07-31,0.23,2.47,1.36,3.46,0.53,2.92,0.64,0.11,0.16,0.53,0.21,0.03,0.05,0.12,0,2.01,1.05,0.18,1.0,0.8,1.29,1.91,0.15,0.03,0.03,5.24,0.04,3.34,0.24,2.56,1.5,1.72,0.13,0.02,0.02,2.42,1.94,0.72,1.01,0.23,3.51,1.04,2.52,0.07,0.0,1.05
2003-08-31,0.11,1.17,0.92,0.81,0.13,1.58,0.46,0.0,0.0,0.55,0.22,0.01,0.02,0.07,0,1.17,0.19,0.03,0.45,0.19,0.3,0.44,0.0,0.04,0.04,2.79,0.02,1.74,0.12,0.74,0.43,0.5,0.04,0.01,0.02,0.52,0.63,0.51,0.72,0.16,4.04,0.9,1.76,0.1,0.0,0.48
2003-09-30,0.06,0.38,0.58,0.43,0.07,0.99,0.29,0.09,0.13,0.01,0.0,0.01,0.01,0.0,0,0.65,1.52,0.26,0.37,0.06,0.09,0.14,0.0,0.02,0.02,1.82,0.01,1.15,0.08,0.45,0.26,0.3,0.02,0.0,0.04,0.3,0.46,0.32,0.45,0.1,1.93,0.5,1.31,0.04,0.0,0.36
2003-10-31,0.05,0.0,0.46,0.41,0.08,0.16,0.08,0.15,0.22,0.09,0.04,0.0,0.01,0.11,0,0.38,0.45,0.08,0.18,0.07,0.11,0.14,0.0,0.04,0.04,1.66,0.01,1.0,0.07,0.18,0.11,0.12,0.02,0.0,0.0,0.3,0.32,0.03,0.04,0.01,2.6,0.49,0.0,0.25,0.0,0.36
2003-11-30,0.16,0.24,0.83,0.87,0.07,1.04,0.17,0.22,0.33,0.58,0.23,0.01,0.02,0.14,0,0.82,1.02,0.18,0.44,0.15,0.24,0.29,0.05,0.14,0.15,2.66,0.02,1.44,0.1,0.37,0.22,0.25,0.05,0.01,0.01,0.85,0.45,0.13,0.18,0.04,7.26,1.16,0.0,0.3,0.0,0.42
2003-12-31,1.75,4.56,3.99,3.36,0.7,11.87,3.13,1.63,2.43,1.47,0.58,0.14,0.25,1.32,0,5.73,11.47,1.98,3.67,0.51,0.82,0.57,0.65,0.73,0.75,22.72,0.15,13.33,0.94,1.86,1.09,1.25,0.55,0.1,0.26,4.74,1.94,1.16,1.63,0.37,13.27,3.28,3.7,3.61,5.41,0.53
2004-01-31,0.98,2.1,4.3,2.43,0.27,8.36,1.28,1.38,2.06,1.35,0.53,0.18,0.33,1.08,0,8.49,8.6,1.48,2.93,0.32,0.52,0.45,0.5,0.57,0.59,22.97,0.16,13.8,0.98,1.85,1.09,1.24,0.7,0.12,0.36,4.64,1.5,1.35,1.9,0.43,9.82,3.24,4.49,4.24,6.99,0.48
2004-02-29,1.78,6.9,6.79,2.82,0.91,13.5,2.44,2.81,4.2,2.84,1.13,0.31,0.53,2.31,0,13.49,23.07,3.98,5.97,0.37,0.6,0.5,0.7,0.71,0.73,43.5,0.3,26.9,1.9,2.83,1.66,1.9,1.34,0.24,0.89,7.5,2.01,2.69,3.78,0.85,19.26,6.24,6.8,8.55,28.67,0.5
2004-03-31,5.98,20.75,11.83,9.35,2.18,33.43,4.5,8.54,12.76,3.09,1.22,1.92,2.6,0.28,0,45.41,4.56,0.79,10.26,1.1,1.76,1.98,4.01,1.69,1.74,56.02,0.38,33.07,2.34,12.85,7.54,8.62,5.03,0.9,1.62,27.91,7.36,7.5,10.53,2.37,6.31,3.58,6.2,7.91,0.0,1.07
