,I_BVC007,I_SFS033,I_PCRST,I_SFS030,I_NFS033,I_MIL003,I_ANG017,I_RLIEF,I_MFS047,I_CFS001,I_DONLL,I_MFS022,I_LYONS,I_SPICE,I_NFS009,I_NFS005,I_BEARD,I_MFS013,I_TULOC,I_STS059,I_STS072
1969-07-31,1.65,6.19,9.28,0.0,3.55,0.69,0.34,17.05,13.4,23.82,17.79,5.02,0.0,10.03,3.43,0.19,1.71,0.54,0.3,0.06,2.73
1969-08-31,0.9,1.13,1.7,0.17,1.8,0.37,0.18,4.43,3.48,5.82,3.18,0.9,0.77,1.07,0.2,0.01,1.01,0.32,0.12,0.03,0.0
1969-09-30,0.38,0.35,0.52,0.21,2.88,0.16,0.08,2.11,1.66,2.89,0.0,0.0,0.93,0.0,0.66,0.04,0.0,0.0,0.13,0.03,0.0
1969-10-31,0.7,0.0,0.0,0.17,1.87,0.29,0.14,1.49,1.17,2.9,2.06,0.58,0.73,1.59,1.32,0.07,0.31,0.1,0.21,0.04,0.0
1969-11-30,1.15,0.93,1.39,0.14,0.59,0.48,0.24,1.68,1.32,2.34,0.59,0.17,0.6,1.74,1.52,0.09,0.71,0.23,0.54,0.11,1.31
1969-12-31,3.49,1.28,1.92,0.0,1.96,1.45,0.71,1.64,1.29,3.34,10.17,2.87,0.0,3.49,14.29,0.8,2.51,0.79,2.11,0.45,18.09
1970-01-31,18.18,2.4,3.6,1.25,9.6,7.57,3.72,2.26,1.77,9.02,49.43,13.94,5.51,15.8,56.95,3.21,11.55,3.65,14.16,3.0,118.91
1970-02-28,5.08,1.29,1.93,0.48,3.83,2.12,1.04,0.91,0.71,6.56,21.13,5.96,2.11,5.9,18.25,1.03,2.98,0.94,3.66,0.77,32.91
1970-03-31,5.22,2.49,3.74,0.57,6.84,2.17,1.07,2.24,1.76,8.03,27.92,7.88,2.52,8.93,20.73,1.17,5.38,1.7,6.45,1.36,28.4
1970-04-30,2.85,5.3,7.95,0.22,10.66,1.19,0.58,4.14,3.25,10.68,29.02,8.19,0.98,13.29,22.84,1.29,0.73,0.23,1.35,0.29,7.29
1970-05-31,4.68,13.56,20.34,0.15,24.07,1.95,0.96,14.36,11.28,26.75,53.53,15.1,0.64,30.78,34.81,1.96,5.35,1.69,0.76,0.16,0.0
1970-06-30,2.06,8.79,13.19,0.22,9.59,0.86,0.42,15.29,12.01,25.72,37.15,10.48,0.98,17.14,10.46,0.59,3.12,0.99,0.48,0.1,4.51
1970-07-31,0.59,1.24,1.87,0.18,2.34,0.25,0.12,6.44,5.06,9.22,0.68,0.19,0.81,2.13,1.55,0.09,0.46,0.14,0.29,0.06,0.0
1970-08-31,0.42,0.53,0.8,0.21,2.02,0.17,0.09,1.67,1.32,2.65,1.43,0.4,0.91,0.02,0.78,0.04,0.67,0.21,0.13,0.03,0.0
1970-09-30,0.17,0.88,1.32,0.0,0.8,0.07,0.03,0.64,0.51,1.75,0.0,0.0,0.0,0.05,0.32,0.02,0.0,0.0,0.1,0.02,0.0
1970-10-31,0.2,0.51,0.77,0.12,0.02,0.08,0.04,0.48,0.37,1.7,0.19,0.05,0.53,0.0,0.87,0.05,0.0,0.0,0.08,0.02,0.0
1970-11-30,2.0,0.35,0.52,0.1,0.68,0.83,0.41,0.8,0.63,2.78,7.11,2.01,0.46,1.05,6.09,0.34,1.45,0.46,1.82,0.39,7.24
1970-12-31,3.49,0.64,0.96,0.4,0.72,1.45,0.71,0.75,0.59,2.75,10.24,2.89,1.75,2.23,6.73,0.38,2.38,0.75,7.52,1.59,22.18
1971-01-31,3.95,1.17,1.75,0.27,1.72,1.64,0.81,3.11,2.44,3.78,5.4,1.52,1.2,4.59,11.48,0.65,2.46,0.78,3.48,0.74,26.05
1971-02-28,3.71,1.51,2.26,0.22,2.29,1.54,0.76,2.4,1.88,4.55,4.11,1.16,0.98,5.03,14.08,0.79,2.5,0.79,1.13,0.24,20.33
1971-03-31,5.66,2.49,3.73,0.64,4.92,2.36,1.16,1.31,1.03,5.13,14.72,4.15,2.82,7.33,20.7,1.17,3.45,1.09,2.89,0.61,25.24
1971-04-30,7.01,4.71,7.06,0.44,12.43,2.92,1.44,3.27,2.57,10.75,29.78,8.4,1.94,16.13,31.19,1.76,5.37,1.7,1.3,0.28,30.9
1971-05-31,5.87,8.13,12.2,0.23,20.35,2.44,1.2,11.23,8.82,21.23,48.94,13.8,1.01,26.58,40.77,2.3,4.74,1.5,0.68,0.14,11.87
1971-06-30,3.01,13.07,19.61,0.0,13.26,1.25,0.62,18.87,14.82,34.01,33.79,9.53,0.0,24.06,16.33,0.92,4.04,1.28,0.46,0.1,1.58
1971-07-31,0.95,2.5,3.74,0.06,1.1,0.4,0.19,8.82,6.93,13.74,12.0,3.38,0.28,4.77,2.07,0.12,1.07,0.34,0.32,0.07,3.72
1971-08-31,0.43,1.14,1.72,0.05,0.64,0.18,0.09,1.82,1.43,3.34,1.33,0.38,0.22,1.22,0.67,0.04,0.6,0.19,0.14,0.03,0.0
1971-09-30,0.13,0.96,1.44,0.0,0.66,0.05,0.03,0.9,0.71,1.91,0.0,0.0,0.0,0.17,0.46,0.03,0.0,0.0,0.1,0.02,0.0
1971-10-31,0.25,0.08,0.13,0.25,0.81,0.1,0.05,0.61,0.48,1.89,0.5,0.14,1.11,0.29,0.17,0.01,0.0,0.0,0.02,0.0,0.0
1971-11-30,1.14,0.11,0.16,0.16,1.97,0.47,0.23,0.7,0.55,2.13,3.03,0.86,0.73,0.72,1.35,0.08,0.94,0.3,0.32,0.07,3.51
1971-12-31,2.48,0.28,0.43,0.18,2.18,1.03,0.51,0.64,0.5,2.62,7.15,2.02,0.77,0.6,2.46,0.14,1.77,0.56,3.72,0.79,19.36
1972-01-31,1.58,0.65,0.98,0.29,1.87,0.66,0.32,1.55,1.22,1.94,1.68,0.47,1.26,0.41,2.97,0.17,0.96,0.3,1.07,0.23,11.29
1972-02-29,2.79,0.92,1.37,0.29,2.16,1.16,0.57,0.42,0.33,2.23,6.41,1.81,1.29,2.14,5.74,0.32,1.88,0.6,2.79,0.59,19.35
1972-03-31,7.34,2.89,4.34,0.16,9.31,3.06,1.5,4.1,3.22,9.02,14.25,4.02,0.71,15.22,29.6,1.67,4.53,1.43,0.8,0.17,27.53
1972-04-30,4.98,4.14,6.22,0.19,12.7,2.07,1.02,3.13,2.46,8.58,27.21,7.67,0.86,14.38,23.61,1.33,3.81,1.2,0.78,0.17,17.58
1972-05-31,3.99,11.25,16.87,0.0,19.28,1.66,0.82,14.5,11.39,23.54,41.49,11.7,0.0,26.17,26.93,1.52,4.63,1.46,0.46,0.1,0.0
1972-06-30,1.3,5.98,8.97,0.13,5.33,0.54,0.27,12.59,9.89,21.29,17.98,5.07,0.57,12.21,4.25,0.24,2.13,0.67,0.23,0.05,0.0
1972-07-31,0.44,0.5,0.75,0.21,0.35,0.18,0.09,2.86,2.25,5.4,1.74,0.49,0.92,1.65,0.5,0.03,0.45,0.14,0.05,0.01,0.0
1972-08-31,0.09,0.77,1.15,0.0,0.79,0.04,0.02,0.81,0.64,2.21,0.0,0.0,0.0,0.62,0.19,0.01,0.0,0.0,0.04,0.01,0.0
1972-09-30,0.09,0.46,0.69,0.02,0.87,0.04,0.02,0.0,0.0,1.68,0.0,0.0,0.1,0.0,0.03,0.0,0.0,0.0,0.07,0.02,0.0
1972-10-31,0.46,0.33,0.5,0.12,0.72,0.19,0.09,2.51,1.97,1.92,0.93,0.26,0.53,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972-11-30,0.97,0.27,0.41,0.16,1.17,0.4,0.2,0.95,0.75,1.96,1.6,0.45,0.7,0.14,0.63,0.04,0.75,0.24,0.46,0.1,3.24
1972-12-31,2.18,0.88,1.33,0.07,2.11,0.91,0.45,0.91,0.72,3.63,5.6,1.58,0.3,1.49,5.81,0.33,1.35,0.43,1.04,0.22,12.48
1973-01-31,5.71,2.15,3.23,0.12,1.56,2.38,1.17,1.16,0.91,3.12,8.33,2.35,0.51,3.06,10.33,0.58,9.64,3.04,10.69,2.26,44.66
1973-02-28,6.62,1.2,1.79,0.83,1.75,2.76,1.36,0.9,0.71,2.25,7.38,2.08,3.67,2.42,6.71,0.38,11.74,3.71,13.02,2.75,55.08
1973-03-31,6.54,1.86,2.79,0.89,3.73,2.72,1.34,1.03,0.81,2.96,11.44,3.23,3.95,3.39,11.8,0.66,10.53,3.33,8.06,1.71,47.04
1973-04-30,8.58,5.18,7.77,0.66,13.5,3.57,1.76,4.6,3.61,11.22,37.38,10.54,2.91,17.64,38.63,2.17,4.86,1.53,2.41,0.51,41.18
1973-05-31,9.13,14.82,22.23,0.82,35.52,3.8,1.87,23.25,18.27,44.07,87.48,24.68,3.6,47.19,62.75,3.53,0.9,0.28,0.84,0.18,17.52
1973-06-30,2.02,9.37,14.05,0.22,8.75,0.84,0.41,16.47,12.94,31.35,30.4,8.58,0.96,16.51,14.01,0.79,2.08,0.66,0.49,0.1,0.0
1973-07-31,0.64,1.06,1.6,0.28,0.51,0.27,0.13,5.32,4.18,7.03,6.16,1.74,1.26,1.9,1.46,0.08,0.0,0.0,0.52,0.11,0.0
1973-08-31,0.25,0.46,0.69,0.0,0.69,0.1,0.05,1.09,0.85,3.21,1.87,0.53,0.0,0.55,0.63,0.04,0.0,0.0,0.31,0.07,0.0
1973-09-30,0.22,0.83,1.25,0.0,0.07,0.09,0.05,0.76,0.6,2.13,1.5,0.42,0.0,0.43,0.27,0.02,0.0,0.0,0.09,0.02,0.0
1973-10-31,0.41,0.28,0.42,0.16,1.14,0.17,0.08,0.83,0.66,2.46,0.37,0.11,0.71,0.6,0.61,0.03,0.49,0.15,0.26,0.05,0.0
1973-11-30,5.09,1.08,1.62,0.09,3.45,2.12,1.04,5.98,4.7,7.09,8.54,2.41,0.4,11.72,19.16,1.08,2.74,0.87,1.23,0.26,20.82
1973-12-31,5.22,1.05,1.58,0.44,3.94,2.17,1.07,1.64,1.29,4.85,16.94,4.78,1.93,4.74,15.63,0.88,0.0,0.0,5.26,1.11,30.83
1974-01-31,8.15,1.83,2.75,0.46,6.61,3.39,1.67,1.77,1.39,6.57,22.06,6.22,2.03,8.41,31.78,1.79,0.0,0.0,5.69,1.2,45.1
1974-02-28,3.32,1.49,2.24,0.42,3.07,1.38,0.68,1.18,0.93,4.84,18.28,5.16,1.83,3.22,10.89,0.61,0.0,0.0,1.42,0.3,4.11
1974-03-31,9.83,2.74,4.11,0.79,8.31,4.09,2.01,2.34,1.84,7.06,28.15,7.94,3.49,9.82,31.58,1.78,5.46,1.72,10.47,2.21,58.67
1974-04-30,8.89,5.41,8.11,0.8,13.04,3.7,1.82,5.36,4.22,12.59,35.59,10.04,3.54,15.75,34.58,1.95,12.53,3.96,6.22,1.32,66.17
1974-05-31,7.35,16.38,24.58,0.69,31.8,3.06,1.51,17.72,13.92,41.09,74.81,21.1,3.06,41.8,51.36,2.89,4.83,1.52,1.07,0.23,17.1
1974-06-30,2.44,11.65,17.48,0.02,11.8,1.02,0.5,19.91,15.64,40.33,36.39,10.26,0.1,22.74,14.8,0.83,0.0,0.0,0.54,0.11,4.73
1974-07-31,0.85,1.95,2.93,0.16,1.86,0.35,0.17,9.52,7.48,12.08,12.28,3.46,0.7,4.39,3.17,0.18,0.0,0.0,0.59,0.12,1.41
1974-08-31,0.71,0.69,1.03,0.11,0.84,0.3,0.15,3.46,2.72,4.71,3.73,1.05,0.47,2.38,0.93,0.05,0.12,0.04,0.16,0.03,0.0
1974-09-30,0.31,0.62,0.93,0.12,0.02,0.13,0.06,1.08,0.85,2.35,0.0,0.0,0.55,0.59,0.0,0.0,0.43,0.14,0.13,0.03,0.0
1974-10-31,0.0,0.87,1.3,0.07,1.4,0.0,0.0,0.83,0.65,2.14,1.93,0.54,0.33,0.0,0.39,0.02,0.0,0.0,0.11,0.02,0.0
1974-11-30,0.56,0.31,0.47,0.09,1.38,0.23,0.11,0.84,0.66,2.12,1.38,0.39,0.42,0.29,1.03,0.06,0.8,0.25,0.24,0.05,1.22
1974-12-31,1.33,0.0,0.0,0.07,1.11,0.55,0.27,0.41,0.32,2.18,1.85,0.52,0.33,0.07,1.86,0.1,1.29,0.41,0.51,0.11,8.84
1975-01-31,1.32,0.73,1.1,0.07,1.23,0.55,0.27,0.58,0.46,2.18,3.27,0.92,0.29,0.26,3.48,0.2,0.58,0.18,1.0,0.21,9.29
1975-02-28,3.44,0.97,1.45,0.26,1.49,1.43,0.7,0.5,0.4,3.33,3.69,1.04,1.16,0.81,5.57,0.31,4.19,1.32,5.11,1.08,33.85
1975-03-31,7.29,2.63,3.95,0.58,2.64,3.04,1.49,0.7,0.55,3.67,13.33,3.76,2.54,3.19,14.86,0.84,5.17,1.63,10.92,2.31,62.22
1975-04-30,6.39,4.0,6.0,0.73,2.96,2.66,1.31,2.34,1.84,4.51,16.12,4.55,3.22,5.32,17.17,0.97,1.55,0.49,3.59,0.76,45.16
1975-05-31,14.29,9.03,13.55,0.24,31.55,5.95,2.93,15.94,12.52,34.14,83.5,23.55,1.04,40.81,70.38,3.96,0.0,0.0,1.34,0.28,41.19
1975-06-30,5.45,17.18,25.76,0.0,25.93,2.27,1.12,23.01,18.08,44.78,59.65,16.82,0.0,33.54,42.2,2.38,5.21,1.65,0.24,0.05,8.89
1975-07-31,0.96,3.66,5.49,0.0,2.15,0.4,0.2,10.67,8.38,15.14,14.65,4.13,0.0,6.19,3.96,0.22,0.0,0.0,0.17,0.04,1.56
1975-08-31,0.51,1.2,1.8,0.0,0.0,0.21,0.1,2.31,1.81,3.65,4.51,1.27,0.0,2.07,0.66,0.04,0.66,0.21,0.1,0.02,0.0
1975-09-30,0.44,0.46,0.7,0.22,1.16,0.18,0.09,0.99,0.78,2.26,3.15,0.89,0.98,0.82,1.08,0.06,0.0,0.0,0.06,0.01,0.0
1975-10-31,1.62,1.41,2.12,0.0,1.73,0.67,0.33,2.37,1.87,3.41,4.75,1.34,0.0,1.74,3.29,0.19,0.0,0.0,0.16,0.03,1.75
1975-11-30,1.33,1.41,2.12,0.05,1.36,0.55,0.27,1.73,1.36,3.68,6.63,1.87,0.2,1.67,4.87,0.27,0.0,0.0,0.26,0.05,0.0
1975-12-31,1.16,0.87,1.31,0.13,1.03,0.48,0.24,0.71,0.56,2.72,4.06,1.14,0.57,1.72,3.05,0.17,0.0,0.0,0.21,0.04,0.36
1976-01-31,1.0,0.39,0.58,0.03,0.8,0.42,0.2,0.53,0.42,2.29,3.24,0.91,0.14,2.87,2.12,0.12,0.0,0.0,0.23,0.05,2.24
1976-02-29,1.04,0.59,0.88,0.01,1.54,0.43,0.21,0.86,0.68,2.08,3.36,0.95,0.05,0.6,3.02,0.17,0.0,0.0,0.41,0.09,3.64
1976-03-31,2.08,1.33,2.0,0.05,4.18,0.87,0.43,1.15,0.91,3.2,7.81,2.2,0.23,2.96,7.84,0.44,0.29,0.09,0.54,0.12,8.43
1976-04-30,2.43,3.53,5.29,0.0,7.69,1.01,0.5,2.65,2.08,5.16,12.7,3.58,0.0,7.52,10.43,0.59,2.68,0.85,0.37,0.08,14.93
1976-05-31,1.74,4.55,6.82,0.0,6.6,0.72,0.36,8.33,6.55,15.55,18.33,5.17,0.0,11.69,9.1,0.51,2.12,0.67,0.19,0.04,5.75
1976-06-30,0.22,0.96,1.43,0.14,0.53,0.09,0.05,2.64,2.08,4.97,4.24,1.2,0.61,2.35,0.71,0.04,0.0,0.0,0.07,0.01,0.0
1976-07-31,0.01,0.52,0.78,0.1,0.24,0.0,0.0,0.89,0.7,1.89,1.44,0.41,0.44,1.61,0.0,0.0,0.0,0.0,0.07,0.01,0.0
1976-08-31,0.1,0.73,1.09,0.0,1.38,0.04,0.02,1.26,0.99,1.66,1.41,0.4,0.0,0.0,0.23,0.01,0.19,0.06,0.12,0.02,0.0
1976-09-30,0.32,0.0,0.0,0.0,0.0,0.13,0.07,0.81,0.63,1.33,1.2,0.34,0.0,0.97,0.0,0.0,1.23,0.39,0.0,0.0,0.0
1976-10-31,0.1,0.0,0.0,0.0,0.96,0.04,0.02,0.61,0.48,1.41,0.95,0.27,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
1976-11-30,0.27,0.0,0.0,0.0,0.61,0.11,0.06,0.43,0.34,1.25,0.67,0.19,0.0,0.1,0.25,0.01,0.0,0.0,0.02,0.0,0.0
1976-12-31,0.2,0.0,0.0,0.0,0.42,0.08,0.04,0.52,0.41,1.03,0.27,0.08,0.0,0.13,0.21,0.01,0.0,0.0,0.02,0.0,0.0
1977-01-31,0.32,0.27,0.41,0.0,0.6,0.13,0.07,0.43,0.34,1.17,0.71,0.2,0.0,0.16,0.6,0.03,0.0,0.0,0.13,0.03,0.48
1977-02-28,0.42,0.29,0.43,0.0,1.08,0.17,0.09,0.3,0.23,1.28,1.34,0.38,0.0,0.25,0.98,0.06,0.0,0.0,0.17,0.04,1.26
1977-03-31,0.78,0.93,1.4,0.0,2.04,0.32,0.16,0.53,0.42,1.59,2.01,0.57,0.01,0.34,1.87,0.11,0.13,0.04,0.18,0.04,3.81
1977-04-30,1.83,3.3,4.96,0.0,2.5,0.76,0.37,2.69,2.12,4.24,5.27,1.49,0.0,4.08,3.4,0.19,1.08,0.34,0.15,0.03,5.08
1977-05-31,1.3,2.22,3.32,0.0,2.27,0.54,0.27,3.12,2.45,4.83,8.21,2.31,0.0,6.74,6.63,0.37,6.02,1.9,0.15,0.03,0.0
1977-06-30,0.56,1.22,1.83,0.0,1.92,0.23,0.11,5.78,4.54,6.85,4.35,1.23,0.0,4.78,1.58,0.09,6.43,2.03,0.05,0.01,0.0
1977-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,1.45,0.41,0.01,2.09,0.07,0.0,0.0,0.0,0.15,0.03,0.0
1977-08-31,0.0,0.62,0.93,0.0,0.67,0.0,0.0,0.58,0.45,0.78,0.47,0.13,0.0,0.19,0.0,0.0,0.0,0.0,0.1,0.02,0.0
1977-09-30,0.1,0.0,0.0,0.0,0.85,0.04,0.02,0.7,0.55,0.61,0.48,0.14,0.0,0.0,0.0,0.0,0.2,0.06,0.0,0.0,0.0
1977-10-31,0.0,0.0,0.0,0.08,0.67,0.0,0.0,0.05,0.04,0.74,0.37,0.11,0.38,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
1977-11-30,0.21,0.0,0.0,0.0,0.0,0.09,0.04,0.39,0.31,1.18,0.73,0.21,0.0,0.0,0.43,0.02,0.0,0.0,0.01,0.0,0.16
1977-12-31,1.95,0.0,0.0,0.06,0.89,0.81,0.4,0.67,0.53,1.89,6.69,1.89,0.29,0.16,7.61,0.43,2.35,0.74,0.61,0.13,8.42
1978-01-31,5.18,1.23,1.85,0.41,1.13,2.16,1.06,0.59,0.46,2.0,9.26,2.61,1.8,2.02,13.47,0.76,10.68,3.37,8.95,1.89,37.88
1978-02-28,5.32,1.38,2.07,0.62,1.63,2.22,1.09,0.55,0.43,2.18,10.82,3.05,2.76,2.7,11.58,0.65,5.7,1.8,7.02,1.48,44.54
1978-03-31,11.58,2.96,4.44,0.95,7.26,4.82,2.37,5.29,4.16,5.75,30.71,8.66,4.22,11.05,36.87,2.08,0.81,0.26,8.15,1.72,73.13
1978-04-30,11.61,5.28,7.92,0.87,12.24,4.83,2.38,4.15,3.26,9.75,37.51,10.58,3.83,16.24,39.77,2.24,11.96,3.78,7.63,1.61,72.54
1978-05-31,10.5,15.3,22.95,0.27,33.38,4.37,2.15,14.96,11.75,32.38,79.15,22.32,1.21,39.53,62.92,3.54,6.06,1.91,1.93,0.41,31.1
1978-06-30,4.58,17.47,26.21,0.12,22.05,1.91,0.94,23.39,18.38,44.16,57.3,16.16,0.54,29.36,35.63,2.01,0.44,0.14,0.5,0.11,2.59
1978-07-31,1.2,5.94,8.91,0.0,2.85,0.5,0.25,15.29,12.01,20.2,17.46,4.93,0.0,8.02,3.33,0.19,0.0,0.0,0.16,0.03,0.0
1978-08-31,0.38,0.68,1.02,0.17,1.29,0.16,0.08,5.03,3.96,5.29,4.55,1.28,0.73,1.25,0.5,0.03,0.0,0.0,0.04,0.01,0.01
1978-09-30,1.04,0.28,0.42,0.15,1.25,0.43,0.21,4.05,3.18,4.02,4.52,1.27,0.68,1.12,1.52,0.09,2.82,0.89,0.2,0.04,0.0
1978-10-31,0.64,0.75,1.13,0.1,1.03,0.27,0.13,1.24,0.98,2.2,2.16,0.61,0.46,1.61,0.58,0.03,0.45,0.14,0.0,0.0,0.0
1978-11-30,0.45,0.35,0.52,0.18,1.04,0.19,0.09,0.84,0.66,1.92,1.36,0.38,0.78,0.2,1.1,0.06,0.0,0.0,0.13,0.03,0.0
1978-12-31,0.88,0.65,0.97,0.11,1.14,0.37,0.18,0.87,0.68,2.33,1.27,0.36,0.46,0.73,0.86,0.05,0.31,0.1,0.39,0.08,2.5
1979-01-31,3.79,1.27,1.91,0.24,2.04,1.58,0.78,1.02,0.8,2.62,8.16,2.3,1.04,0.95,6.91,0.39,5.7,1.8,4.33,0.92,30.56
1979-02-28,5.43,1.19,1.78,0.36,1.71,2.26,1.11,0.68,0.53,2.18,6.01,1.69,1.6,1.94,4.09,0.23,11.05,3.49,9.22,1.95,50.6
1979-03-31,8.36,2.38,3.57,0.89,3.41,3.48,1.71,2.1,1.65,4.92,17.09,4.82,3.91,6.03,17.0,0.96,8.76,2.77,9.32,1.97,59.34
1979-04-30,8.57,5.31,7.96,0.55,11.31,3.57,1.75,4.69,3.69,10.46,32.93,9.29,2.42,16.93,33.2,1.87,7.9,2.49,2.65,0.56,46.46
1979-05-31,8.46,15.76,23.63,0.59,30.37,3.52,1.73,19.39,15.24,37.91,75.7,21.35,2.6,40.76,56.97,3.21,11.24,3.55,1.19,0.25,17.09
1979-06-30,1.69,7.65,11.47,0.0,7.12,0.7,0.35,14.03,11.03,27.4,23.42,6.61,0.0,14.33,9.67,0.54,3.02,0.95,0.4,0.08,3.32
1979-07-31,0.46,0.89,1.34,0.25,0.17,0.19,0.09,5.14,4.04,6.42,5.11,1.44,1.08,2.41,1.9,0.11,0.0,0.0,0.25,0.05,0.0
1979-08-31,0.32,0.67,1.0,0.07,0.12,0.13,0.07,1.55,1.22,2.6,2.23,0.63,0.32,0.6,0.75,0.04,0.0,0.0,0.0,0.0,0.0
1979-09-30,0.33,0.37,0.56,0.15,0.47,0.14,0.07,0.85,0.66,1.63,1.4,0.39,0.66,0.33,0.13,0.01,0.56,0.18,0.02,0.0,0.0
1979-10-31,0.41,0.85,1.27,0.08,1.24,0.17,0.08,1.48,1.16,1.97,1.4,0.39,0.37,0.08,0.75,0.04,0.0,0.0,0.06,0.01,0.0
1979-11-30,1.16,0.59,0.88,0.22,2.46,0.48,0.24,0.73,0.57,2.15,1.84,0.52,0.97,0.58,3.0,0.17,2.25,0.71,0.38,0.08,1.36
1979-12-31,1.67,0.59,0.89,0.06,2.3,0.7,0.34,0.92,0.72,2.51,3.87,1.09,0.28,1.15,4.01,0.23,1.13,0.36,1.13,0.24,6.36
1980-01-31,19.1,2.83,4.24,0.71,9.61,7.95,3.91,4.4,3.46,12.76,59.51,16.79,3.14,19.47,74.17,4.18,0.0,0.0,13.07,2.77,121.54
1980-02-29,13.23,1.92,2.88,1.55,5.7,5.51,2.71,2.12,1.67,6.97,30.75,8.67,6.81,8.57,36.28,2.04,11.8,3.73,11.52,2.44,91.26
1980-03-31,4.98,2.55,3.82,0.82,5.36,2.07,1.02,1.49,1.17,6.7,21.01,5.93,3.64,5.45,22.54,1.27,7.34,2.32,5.08,1.07,34.77
1980-04-30,6.99,7.41,11.12,0.28,16.2,2.91,1.43,6.77,5.32,16.72,41.67,11.75,1.21,20.74,37.73,2.12,0.0,0.0,1.86,0.39,18.24
1980-05-31,6.51,13.72,20.58,0.44,28.03,2.71,1.33,15.68,12.32,36.56,70.59,19.91,1.93,34.57,45.7,2.57,0.0,0.0,0.77,0.16,11.49
1980-06-30,3.67,14.57,21.85,0.0,18.7,1.53,0.75,19.84,15.59,41.74,47.82,13.49,0.0,29.29,28.01,1.58,3.5,1.11,0.52,0.11,5.69
1980-07-31,1.65,6.59,9.88,0.0,4.09,0.69,0.34,18.33,14.4,29.77,16.6,4.68,0.0,11.52,6.47,0.36,0.64,0.2,0.49,0.1,8.29
1980-08-31,0.76,0.86,1.29,0.09,0.0,0.32,0.16,4.52,3.55,6.87,3.82,1.08,0.4,2.16,1.15,0.06,0.49,0.15,0.23,0.05,0.0
1980-09-30,0.56,0.0,0.0,0.22,0.29,0.23,0.11,1.68,1.32,3.41,2.39,0.67,0.94,0.89,0.74,0.04,0.0,0.0,0.22,0.05,0.0
1980-10-31,0.43,0.01,0.02,0.07,0.81,0.18,0.09,1.16,0.91,2.55,1.59,0.45,0.31,0.66,0.46,0.03,0.0,0.0,0.02,0.0,0.0
1980-11-30,0.44,0.0,0.0,0.02,0.04,0.18,0.09,0.5,0.39,2.11,1.15,0.32,0.09,0.09,0.35,0.02,0.0,0.0,0.1,0.02,0.0
1980-12-31,0.55,0.19,0.29,0.03,0.41,0.23,0.11,0.98,0.77,2.0,0.0,0.0,0.15,0.08,1.06,0.06,0.2,0.06,0.3,0.06,2.3
1981-01-31,1.98,0.31,0.47,0.12,0.25,0.82,0.41,0.72,0.57,1.59,2.17,0.61,0.55,0.04,0.57,0.03,3.38,1.07,2.79,0.59,20.76
1981-02-28,2.04,0.94,1.41,0.18,2.67,0.85,0.42,1.21,0.95,2.52,4.57,1.29,0.78,0.67,5.93,0.33,0.12,0.04,0.96,0.2,14.91
1981-03-31,4.37,1.13,1.7,0.4,2.51,1.82,0.89,0.78,0.61,3.25,7.42,2.09,1.75,3.74,10.02,0.56,5.03,1.59,3.68,0.78,29.99
1981-04-30,6.41,6.2,9.3,0.15,15.16,2.67,1.31,7.44,5.85,12.99,29.3,8.26,0.65,19.78,27.76,1.56,1.54,0.49,1.06,0.22,20.43
1981-05-31,2.96,9.39,14.08,0.0,13.45,1.23,0.61,12.0,9.43,21.05,28.97,8.17,0.0,20.92,21.53,1.21,7.12,2.25,0.26,0.05,0.0
1981-06-30,0.71,3.08,4.61,0.0,2.3,0.3,0.15,8.3,6.53,12.19,11.12,3.14,0.02,6.44,2.58,0.15,0.0,0.0,0.27,0.06,0.0
1981-07-31,0.15,0.13,0.2,0.02,0.18,0.06,0.03,1.89,1.48,2.43,2.81,0.79,0.09,1.27,0.62,0.04,0.0,0.0,0.14,0.03,0.0
1981-08-31,0.1,0.07,0.1,0.0,0.09,0.04,0.02,1.01,0.79,1.35,1.33,0.37,0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.03,0.0
1981-09-30,0.21,0.08,0.11,0.0,0.13,0.09,0.04,0.81,0.64,1.11,0.7,0.2,0.0,0.33,0.0,0.0,0.32,0.1,0.02,0.0,0.0
1981-10-31,0.36,0.45,0.68,0.03,0.44,0.15,0.07,0.75,0.59,1.6,1.78,0.5,0.13,0.99,0.9,0.05,0.33,0.11,0.02,0.0,0.0
1981-11-30,4.96,3.44,5.15,0.33,8.54,2.07,1.02,4.32,3.4,3.96,14.47,4.08,1.45,9.0,20.19,1.14,2.59,0.82,1.68,0.36,16.45
1981-12-31,9.01,4.36,6.54,0.48,10.68,3.75,1.85,3.2,2.51,8.26,25.48,7.19,2.12,15.18,44.6,2.51,7.41,2.34,4.1,0.87,28.95
1982-01-31,8.52,1.73,2.59,0.7,3.14,3.55,1.74,1.84,1.44,4.69,16.15,4.56,3.09,4.77,15.46,0.87,2.87,0.91,13.75,2.91,73.74
1982-02-28,16.98,5.31,7.96,1.61,10.29,7.07,3.48,3.45,2.71,10.87,55.63,15.69,7.12,14.44,60.9,3.43,8.56,2.7,11.75,2.49,77.55
